l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
1.636037	3.022652	-0.253001	-1.510361	3.755819	4.170225	0.957497	2.802014	-1.997239	6.083438	4.988539	13.695127	-0.000000	-0.000000	-0.080325	-0.320803	0.518793	0.417430	1.120340	-0.149030	0.030594	-0.128851	-0.239170	-0.218673	0.076316	0.034727	-0.687455	-0.155795	0.565034	0.034243	0.020274	0.000268	0.268531	0.422538	0.013403	-0.027483	0.201943	0.425431	0.049207	0.028232	0.043897	0.109926	0.081048	0.261224	-0.043599	-0.061673	0.098348	0.219162	0.036113	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.076584	-0.308714	0.411179	0.005377	1.001898	-0.149411	0.032000	-0.125484	-0.198191	-0.135689	0.082241	0.028295	-0.654065	-0.080171	0.575493	-0.022050	-0.007976	0.112393	0.402687	0.665153	0.081602	-0.062654	0.259583	0.449085	0.193710	0.061286	0.026716	0.166581	0.135020	0.359914	-0.070643	-0.100611	0.158260	0.168565	0.114823	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.073959	-0.309054	0.261229	-0.285274	0.793351	-0.151208	0.029462	-0.106635	-0.146544	-0.049178	0.094815	0.019238	-0.623565	-0.022129	0.620284	-0.026981	-0.043255	0.247138	0.415404	0.714540	0.124016	-0.081990	0.371781	0.434003	0.472325	0.086913	-0.017252	0.202717	0.156670	0.415938	-0.062167	-0.119547	0.235497	0.152418	0.264408	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.210486	2.959116	-1.094819	2.301593	1.005748	1.902825	-7.116748	1.494825	0.147613	1.698575	-1.108284	7.449127	-0.000000	-0.000000	-0.076584	-0.308714	0.411179	0.005377	1.001898	-0.149411	0.032000	-0.125484	-0.198191	-0.135689	0.082241	0.028295	-0.654065	-0.080171	0.575493	-0.022050	-0.007976	0.112393	0.402687	0.665153	0.081602	-0.062654	0.259583	0.449085	0.193710	0.061286	0.026716	0.166581	0.135020	0.359914	-0.070643	-0.100611	0.158260	0.168565	0.114823	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.073959	-0.309054	0.261229	-0.285274	0.793351	-0.151208	0.029462	-0.106635	-0.146544	-0.049178	0.094815	0.019238	-0.623565	-0.022129	0.620284	-0.026981	-0.043255	0.247138	0.415404	0.714540	0.124016	-0.081990	0.371781	0.434003	0.472325	0.086913	-0.017252	0.202717	0.156670	0.415938	-0.062167	-0.119547	0.235497	0.152418	0.264408	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.075511	-0.314268	-0.033596	-0.086139	0.510673	-0.150743	0.023017	-0.057646	-0.075243	0.049088	0.116184	0.006077	-0.557099	0.046525	0.693558	0.021031	-0.055390	0.276316	0.432030	0.633634	0.158268	-0.098464	0.460819	0.491120	0.706075	0.082657	-0.033440	0.210009	0.147860	0.332020	-0.041548	-0.136315	0.260192	0.158517	0.396355	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.619359	3.096734	-1.601592	3.508036	-4.753985	-4.873810	-13.488060	0.406471	3.655025	-7.335725	-7.920858	-14.319726	-0.000000	-0.000000	-0.073959	-0.309054	0.261229	-0.285274	0.793351	-0.151208	0.029462	-0.106635	-0.146544	-0.049178	0.094815	0.019238	-0.623565	-0.022129	0.620284	-0.026981	-0.043255	0.247138	0.415404	0.714540	0.124016	-0.081990	0.371781	0.434003	0.472325	0.086913	-0.017252	0.202717	0.156670	0.415938	-0.062167	-0.119547	0.235497	0.152418	0.264408	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.075511	-0.314268	-0.033596	-0.086139	0.510673	-0.150743	0.023017	-0.057646	-0.075243	0.049088	0.116184	0.006077	-0.557099	0.046525	0.693558	0.021031	-0.055390	0.276316	0.432030	0.633634	0.158268	-0.098464	0.460819	0.491120	0.706075	0.082657	-0.033440	0.210009	0.147860	0.332020	-0.041548	-0.136315	0.260192	0.158517	0.396355	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.081299	-0.310621	-0.165112	0.409864	0.155365	-0.149172	0.018149	-0.014527	-0.031733	0.124212	0.133326	-0.005416	-0.496090	0.094740	0.780792	0.011176	-0.012402	0.290052	0.350640	0.331367	0.074104	-0.091969	0.487869	0.280824	0.759461	0.064653	0.005975	0.181986	0.132911	0.150073	-0.036252	-0.122606	0.224678	0.093666	0.420932	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	
3.449565	3.472452	-1.080594	-0.949253	-7.966773	-10.074799	-14.588578	-1.002147	5.195138	-11.531468	-11.489013	-14.968770	-0.000000	-0.000000	-0.075511	-0.314268	-0.033596	-0.086139	0.510673	-0.150743	0.023017	-0.057646	-0.075243	0.049088	0.116184	0.006077	-0.557099	0.046525	0.693558	0.021031	-0.055390	0.276316	0.432030	0.633634	0.158268	-0.098464	0.460819	0.491120	0.706075	0.082657	-0.033440	0.210009	0.147860	0.332020	-0.041548	-0.136315	0.260192	0.158517	0.396355	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.081299	-0.310621	-0.165112	0.409864	0.155365	-0.149172	0.018149	-0.014527	-0.031733	0.124212	0.133326	-0.005416	-0.496090	0.094740	0.780792	0.011176	-0.012402	0.290052	0.350640	0.331367	0.074104	-0.091969	0.487869	0.280824	0.759461	0.064653	0.005975	0.181986	0.132911	0.150073	-0.036252	-0.122606	0.224678	0.093666	0.420932	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.086358	-0.297265	-0.164044	0.566263	-0.121437	-0.148276	0.018896	0.016707	0.007018	0.149463	0.140534	-0.016609	-0.445866	0.118924	0.866117	-0.002023	0.036913	0.123225	0.078684	-0.110636	-0.006199	-0.038975	0.156268	-0.060205	0.241355	0.039730	0.057855	0.079433	0.021043	-0.077526	-0.037363	-0.056581	0.064403	-0.049346	0.120783	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
3.485651	3.487262	-2.633120	-3.480613	-7.521183	-10.104526	-14.830907	-0.315352	6.149944	-10.317230	-9.951263	-14.976462	-0.000000	-0.000000	-0.081299	-0.310621	-0.165112	0.409864	0.155365	-0.149172	0.018149	-0.014527	-0.031733	0.124212	0.133326	-0.005416	-0.496090	0.094740	0.780792	0.011176	-0.012402	0.290052	0.350640	0.331367	0.074104	-0.091969	0.487869	0.280824	0.759461	0.064653	0.005975	0.181986	0.132911	0.150073	-0.036252	-0.122606	0.224678	0.093666	0.420932	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.086358	-0.297265	-0.164044	0.566263	-0.121437	-0.148276	0.018896	0.016707	0.007018	0.149463	0.140534	-0.016609	-0.445866	0.118924	0.866117	-0.002023	0.036913	0.123225	0.078684	-0.110636	-0.006199	-0.038975	0.156268	-0.060205	0.241355	0.039730	0.057855	0.079433	0.021043	-0.077526	-0.037363	-0.056581	0.064403	-0.049346	0.120783	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.089245	-0.280129	-0.147741	0.660201	-0.208323	-0.147782	0.023238	0.027437	0.012370	0.127178	0.134852	-0.021464	-0.436839	0.091724	0.888490	-0.003692	0.030329	-0.140174	-0.138347	-0.473789	-0.126596	0.020530	-0.111745	-0.459324	-0.138830	0.023026	0.039273	-0.050807	-0.135441	-0.274084	-0.046713	0.026207	-0.117607	-0.194492	-0.126136	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	
3.415765	3.429837	-1.615985	-1.734624	-0.732121	-2.876067	-10.653472	2.047078	0.865508	3.226581	3.880427	-14.259208	-0.000000	-0.000000	-0.086358	-0.297265	-0.164044	0.566263	-0.121437	-0.148276	0.018896	0.016707	0.007018	0.149463	0.140534	-0.016609	-0.445866	0.118924	0.866117	-0.002023	0.036913	0.123225	0.078684	-0.110636	-0.006199	-0.038975	0.156268	-0.060205	0.241355	0.039730	0.057855	0.079433	0.021043	-0.077526	-0.037363	-0.056581	0.064403	-0.049346	0.120783	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.089245	-0.280129	-0.147741	0.660201	-0.208323	-0.147782	0.023238	0.027437	0.012370	0.127178	0.134852	-0.021464	-0.436839	0.091724	0.888490	-0.003692	0.030329	-0.140174	-0.138347	-0.473789	-0.126596	0.020530	-0.111745	-0.459324	-0.138830	0.023026	0.039273	-0.050807	-0.135441	-0.274084	-0.046713	0.026207	-0.117607	-0.194492	-0.126136	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.090691	-0.260664	-0.021020	0.625300	0.028104	-0.150276	0.024817	-0.000636	-0.031368	0.046264	0.117018	-0.013994	-0.460794	0.031927	0.841758	-0.030031	-0.012438	-0.358095	-0.438523	-0.745654	-0.147359	0.092202	-0.352461	-0.617185	-0.546750	-0.013938	-0.014463	-0.135438	-0.243119	-0.415411	-0.033605	0.110894	-0.248256	-0.283816	-0.303827	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	
3.200870	2.701171	1.009269	0.040535	3.142853	2.973708	8.307861	-0.338396	-3.205231	5.700781	6.069963	-3.374507	-0.000000	-0.000000	-0.089245	-0.280129	-0.147741	0.660201	-0.208323	-0.147782	0.023238	0.027437	0.012370	0.127178	0.134852	-0.021464	-0.436839	0.091724	0.888490	-0.003692	0.030329	-0.140174	-0.138347	-0.473789	-0.126596	0.020530	-0.111745	-0.459324	-0.138830	0.023026	0.039273	-0.050807	-0.135441	-0.274084	-0.046713	0.026207	-0.117607	-0.194492	-0.126136	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.090691	-0.260664	-0.021020	0.625300	0.028104	-0.150276	0.024817	-0.000636	-0.031368	0.046264	0.117018	-0.013994	-0.460794	0.031927	0.841758	-0.030031	-0.012438	-0.358095	-0.438523	-0.745654	-0.147359	0.092202	-0.352461	-0.617185	-0.546750	-0.013938	-0.014463	-0.135438	-0.243119	-0.415411	-0.033605	0.110894	-0.248256	-0.283816	-0.303827	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.092314	-0.243568	-0.014542	0.438928	0.515994	-0.153610	0.023291	-0.041268	-0.091030	-0.057256	0.095591	-0.002718	-0.492314	-0.051157	0.762983	0.004674	-0.031487	-0.259495	-0.418639	-0.780867	-0.124310	0.085876	-0.240436	-0.447323	-0.714216	-0.034880	-0.038996	-0.105805	-0.226664	-0.471938	0.018575	0.112620	-0.168262	-0.142436	-0.439268	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	
3.063046	2.130914	2.519172	1.962712	4.296951	2.466776	11.563893	-1.538526	-2.557909	3.347872	3.396519	2.100293	-0.000000	-0.000000	-0.090691	-0.260664	-0.021020	0.625300	0.028104	-0.150276	0.024817	-0.000636	-0.031368	0.046264	0.117018	-0.013994	-0.460794	0.031927	0.841758	-0.030031	-0.012438	-0.358095	-0.438523	-0.745654	-0.147359	0.092202	-0.352461	-0.617185	-0.546750	-0.013938	-0.014463	-0.135438	-0.243119	-0.415411	-0.033605	0.110894	-0.248256	-0.283816	-0.303827	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.092314	-0.243568	-0.014542	0.438928	0.515994	-0.153610	0.023291	-0.041268	-0.091030	-0.057256	0.095591	-0.002718	-0.492314	-0.051157	0.762983	0.004674	-0.031487	-0.259495	-0.418639	-0.780867	-0.124310	0.085876	-0.240436	-0.447323	-0.714216	-0.034880	-0.038996	-0.105805	-0.226664	-0.471938	0.018575	0.112620	-0.168262	-0.142436	-0.439268	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.099825	-0.228849	-0.173594	0.425336	0.957768	-0.148412	0.019941	-0.063184	-0.147650	-0.158707	0.081200	0.007639	-0.513740	-0.095521	0.663356	0.095385	-0.015013	-0.058403	-0.317196	-0.524760	-0.037556	0.050347	-0.063476	-0.094983	-0.732707	-0.024956	-0.035038	-0.036800	-0.125490	-0.246011	0.027895	0.054239	-0.061422	-0.007125	-0.390201	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
3.058495	2.310908	2.077721	1.633624	2.808185	3.853025	9.913273	-0.966284	-1.316035	2.879130	1.835089	-2.312520	-0.000000	-0.000000	-0.092314	-0.243568	-0.014542	0.438928	0.515994	-0.153610	0.023291	-0.041268	-0.091030	-0.057256	0.095591	-0.002718	-0.492314	-0.051157	0.762983	0.004674	-0.031487	-0.259495	-0.418639	-0.780867	-0.124310	0.085876	-0.240436	-0.447323	-0.714216	-0.034880	-0.038996	-0.105805	-0.226664	-0.471938	0.018575	0.112620	-0.168262	-0.142436	-0.439268	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.099825	-0.228849	-0.173594	0.425336	0.957768	-0.148412	0.019941	-0.063184	-0.147650	-0.158707	0.081200	0.007639	-0.513740	-0.095521	0.663356	0.095385	-0.015013	-0.058403	-0.317196	-0.524760	-0.037556	0.050347	-0.063476	-0.094983	-0.732707	-0.024956	-0.035038	-0.036800	-0.125490	-0.246011	0.027895	0.054239	-0.061422	-0.007125	-0.390201	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.108321	-0.209718	0.083006	0.743638	1.050034	-0.134747	0.019287	-0.066549	-0.186600	-0.213966	0.075899	0.013645	-0.515360	-0.106745	0.575285	0.147030	0.001988	0.049296	-0.098721	-0.092258	-0.033418	0.007477	0.053674	0.012486	-0.531808	-0.000816	-0.004930	0.031050	-0.049521	-0.017212	0.010108	0.009847	-0.009561	0.055070	-0.270612	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
2.972674	3.132162	1.703932	1.237863	1.144023	4.418789	7.498230	-0.554708	-1.181890	3.264434	2.124038	-4.011006	-0.000000	-0.000000	-0.099825	-0.228849	-0.173594	0.425336	0.957768	-0.148412	0.019941	-0.063184	-0.147650	-0.158707	0.081200	0.007639	-0.513740	-0.095521	0.663356	0.095385	-0.015013	-0.058403	-0.317196	-0.524760	-0.037556	0.050347	-0.063476	-0.094983	-0.732707	-0.024956	-0.035038	-0.036800	-0.125490	-0.246011	0.027895	0.054239	-0.061422	-0.007125	-0.390201	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.108321	-0.209718	0.083006	0.743638	1.050034	-0.134747	0.019287	-0.066549	-0.186600	-0.213966	0.075899	0.013645	-0.515360	-0.106745	0.575285	0.147030	0.001988	0.049296	-0.098721	-0.092258	-0.033418	0.007477	0.053674	0.012486	-0.531808	-0.000816	-0.004930	0.031050	-0.049521	-0.017212	0.010108	0.009847	-0.009561	0.055070	-0.270612	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.105797	-0.183330	0.488232	0.869035	0.746652	-0.119510	0.020311	-0.057286	-0.195698	-0.207618	0.069604	0.014499	-0.503736	-0.097188	0.496772	0.056928	0.015902	0.072977	0.035493	0.207829	-0.031957	-0.006929	0.099936	0.107333	-0.423780	0.015077	0.018522	0.063862	0.017308	0.124971	0.001925	-0.010725	0.021954	0.073008	-0.226747	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
2.345720	3.206713	1.920018	0.217246	1.542397	3.382012	5.152835	-0.405674	-0.852883	2.395000	0.531936	-4.595130	-0.000000	-0.000000	-0.108321	-0.209718	0.083006	0.743638	1.050034	-0.134747	0.019287	-0.066549	-0.186600	-0.213966	0.075899	0.013645	-0.515360	-0.106745	0.575285	0.147030	0.001988	0.049296	-0.098721	-0.092258	-0.033418	0.007477	0.053674	0.012486	-0.531808	-0.000816	-0.004930	0.031050	-0.049521	-0.017212	0.010108	0.009847	-0.009561	0.055070	-0.270612	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.105797	-0.183330	0.488232	0.869035	0.746652	-0.119510	0.020311	-0.057286	-0.195698	-0.207618	0.069604	0.014499	-0.503736	-0.097188	0.496772	0.056928	0.015902	0.072977	0.035493	0.207829	-0.031957	-0.006929	0.099936	0.107333	-0.423780	0.015077	0.018522	0.063862	0.017308	0.124971	0.001925	-0.010725	0.021954	0.073008	-0.226747	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.093005	-0.157475	0.563281	0.733663	0.557111	-0.114426	0.022414	-0.051435	-0.185934	-0.176759	0.067473	0.013199	-0.492445	-0.079016	0.452159	0.023141	0.020900	0.017767	0.178729	0.343225	-0.002149	-0.018374	0.164933	0.155204	-0.410534	0.035571	0.035001	0.075184	0.073874	0.206668	-0.004270	-0.027167	0.059665	0.086720	-0.242343	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
2.261792	2.965557	1.602951	-0.317762	0.566334	1.911255	1.621708	-0.703883	-0.082112	1.890671	0.211648	-1.508445	-0.000000	-0.000000	-0.105797	-0.183330	0.488232	0.869035	0.746652	-0.119510	0.020311	-0.057286	-0.195698	-0.207618	0.069604	0.014499	-0.503736	-0.097188	0.496772	0.056928	0.015902	0.072977	0.035493	0.207829	-0.031957	-0.006929	0.099936	0.107333	-0.423780	0.015077	0.018522	0.063862	0.017308	0.124971	0.001925	-0.010725	0.021954	0.073008	-0.226747	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.093005	-0.157475	0.563281	0.733663	0.557111	-0.114426	0.022414	-0.051435	-0.185934	-0.176759	0.067473	0.013199	-0.492445	-0.079016	0.452159	0.023141	0.020900	0.017767	0.178729	0.343225	-0.002149	-0.018374	0.164933	0.155204	-0.410534	0.035571	0.035001	0.075184	0.073874	0.206668	-0.004270	-0.027167	0.059665	0.086720	-0.242343	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.081707	-0.136966	0.334315	0.440452	0.537531	-0.113313	0.025372	-0.042317	-0.153908	-0.121684	0.072160	0.010912	-0.465808	-0.053014	0.380399	-0.020369	0.016281	0.091460	0.257960	0.408411	0.053874	-0.011725	0.195511	0.131027	-0.452830	0.063252	0.035302	0.089196	0.092567	0.228870	-0.015041	-0.037670	0.068946	0.068695	-0.239496	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
2.207244	2.922961	1.081374	-0.466048	0.187891	1.308017	0.046011	-0.310922	0.027691	1.539372	0.973558	0.466349	-0.000000	-0.000000	-0.093005	-0.157475	0.563281	0.733663	0.557111	-0.114426	0.022414	-0.051435	-0.185934	-0.176759	0.067473	0.013199	-0.492445	-0.079016	0.452159	0.023141	0.020900	0.017767	0.178729	0.343225	-0.002149	-0.018374	0.164933	0.155204	-0.410534	0.035571	0.035001	0.075184	0.073874	0.206668	-0.004270	-0.027167	0.059665	0.086720	-0.242343	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.081707	-0.136966	0.334315	0.440452	0.537531	-0.113313	0.025372	-0.042317	-0.153908	-0.121684	0.072160	0.010912	-0.465808	-0.053014	0.380399	-0.020369	0.016281	0.091460	0.257960	0.408411	0.053874	-0.011725	0.195511	0.131027	-0.452830	0.063252	0.035302	0.089196	0.092567	0.228870	-0.015041	-0.037670	0.068946	0.068695	-0.239496	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.074657	-0.125353	0.285278	0.188342	0.512784	-0.112654	0.027207	-0.029903	-0.122639	-0.067315	0.078526	0.010293	-0.449067	-0.031722	0.325189	-0.000641	0.003257	0.104762	0.236919	0.372007	0.043075	-0.000358	0.118308	0.156876	-0.384824	0.086647	0.028698	0.085281	0.089979	0.198836	-0.031969	-0.038283	0.080576	0.050580	-0.206922	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.984236	2.907083	0.680178	-0.472476	0.222936	1.087487	1.151565	0.215287	0.254341	1.439066	1.245564	-1.009220	-0.000000	-0.000000	-0.081707	-0.136966	0.334315	0.440452	0.537531	-0.113313	0.025372	-0.042317	-0.153908	-0.121684	0.072160	0.010912	-0.465808	-0.053014	0.380399	-0.020369	0.016281	0.091460	0.257960	0.408411	0.053874	-0.011725	0.195511	0.131027	-0.452830	0.063252	0.035302	0.089196	0.092567	0.228870	-0.015041	-0.037670	0.068946	0.068695	-0.239496	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.074657	-0.125353	0.285278	0.188342	0.512784	-0.112654	0.027207	-0.029903	-0.122639	-0.067315	0.078526	0.010293	-0.449067	-0.031722	0.325189	-0.000641	0.003257	0.104762	0.236919	0.372007	0.043075	-0.000358	0.118308	0.156876	-0.384824	0.086647	0.028698	0.085281	0.089979	0.198836	-0.031969	-0.038283	0.080576	0.050580	-0.206922	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.066331	-0.119927	0.386708	0.093267	0.523249	-0.112571	0.027752	-0.015206	-0.091085	-0.020552	0.088087	0.009652	-0.432850	-0.009289	0.262627	0.000983	-0.003048	0.115514	0.169210	0.292642	0.051767	-0.006782	0.120358	0.140616	-0.270892	0.102772	0.021168	0.073401	0.078030	0.152762	-0.046190	-0.037227	0.087432	0.042738	-0.137370	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.781817	2.829030	0.472096	-0.212359	-0.053010	0.821958	1.981051	0.753064	0.296670	0.815000	0.626496	-4.640039	-0.000000	-0.000000	-0.074657	-0.125353	0.285278	0.188342	0.512784	-0.112654	0.027207	-0.029903	-0.122639	-0.067315	0.078526	0.010293	-0.449067	-0.031722	0.325189	-0.000641	0.003257	0.104762	0.236919	0.372007	0.043075	-0.000358	0.118308	0.156876	-0.384824	0.086647	0.028698	0.085281	0.089979	0.198836	-0.031969	-0.038283	0.080576	0.050580	-0.206922	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.066331	-0.119927	0.386708	0.093267	0.523249	-0.112571	0.027752	-0.015206	-0.091085	-0.020552	0.088087	0.009652	-0.432850	-0.009289	0.262627	0.000983	-0.003048	0.115514	0.169210	0.292642	0.051767	-0.006782	0.120358	0.140616	-0.270892	0.102772	0.021168	0.073401	0.078030	0.152762	-0.046190	-0.037227	0.087432	0.042738	-0.137370	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.057006	-0.115467	0.308367	0.176472	0.423230	-0.111052	0.027796	-0.001410	-0.068635	0.020668	0.093973	0.008611	-0.414437	0.010828	0.224887	0.026968	-0.001468	0.097396	0.161741	0.222939	0.017041	-0.009984	0.140105	0.131313	-0.227743	0.111469	0.014027	0.062953	0.071913	0.128839	-0.048843	-0.032366	0.090633	0.041329	-0.114789	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.059458	2.816240	-0.303612	0.112031	0.117711	-0.793507	1.709114	0.666450	0.407208	0.752431	-0.263895	-6.343246	-0.000000	-0.000000	-0.066331	-0.119927	0.386708	0.093267	0.523249	-0.112571	0.027752	-0.015206	-0.091085	-0.020552	0.088087	0.009652	-0.432850	-0.009289	0.262627	0.000983	-0.003048	0.115514	0.169210	0.292642	0.051767	-0.006782	0.120358	0.140616	-0.270892	0.102772	0.021168	0.073401	0.078030	0.152762	-0.046190	-0.037227	0.087432	0.042738	-0.137370	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.057006	-0.115467	0.308367	0.176472	0.423230	-0.111052	0.027796	-0.001410	-0.068635	0.020668	0.093973	0.008611	-0.414437	0.010828	0.224887	0.026968	-0.001468	0.097396	0.161741	0.222939	0.017041	-0.009984	0.140105	0.131313	-0.227743	0.111469	0.014027	0.062953	0.071913	0.128839	-0.048843	-0.032366	0.090633	0.041329	-0.114789	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.050702	-0.107897	0.171960	0.355663	0.388419	-0.105319	0.027918	0.011139	-0.046794	0.059083	0.096047	0.007748	-0.391416	0.029513	0.189277	0.058531	0.001482	0.065923	0.127493	0.221203	0.004845	-0.005302	0.156388	0.097929	-0.272283	0.112804	0.010726	0.049610	0.062378	0.120082	-0.039643	-0.027062	0.079813	0.032024	-0.148644	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
