l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
2.790426	3.254823	1.300898	-0.558226	3.257977	3.484154	10.152761	-2.460419	-1.943876	6.259646	6.395191	14.157824	-0.000000	-0.000000	0.085916	-0.165354	0.195668	-0.308251	0.128047	-0.035814	-0.025035	-0.089577	-0.059244	-0.026703	0.050781	-0.013831	-0.281376	-0.134320	0.193712	-0.005983	-0.004418	-0.138706	-0.204570	-0.542041	-0.046334	0.027227	-0.261381	-0.357944	-0.668681	-0.008277	-0.004272	-0.060126	-0.088907	-0.284548	0.020489	0.025147	-0.170658	-0.135655	-0.363673	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.089878	-0.175717	0.136097	-0.397694	0.329994	-0.036304	-0.024871	-0.104228	-0.079545	-0.080962	0.046309	-0.012314	-0.309502	-0.175719	0.131981	0.002193	0.009213	-0.025386	-0.151318	-0.231826	-0.026269	-0.003326	-0.060337	-0.128270	-0.329288	-0.000311	0.012980	-0.013600	-0.069696	-0.064690	0.010784	-0.009974	-0.058127	-0.013759	-0.142904	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.092153	-0.188554	0.121614	-0.362605	0.431542	-0.035529	-0.022205	-0.106431	-0.100666	-0.089778	0.043063	-0.013990	-0.312268	-0.177964	0.111881	0.015574	0.032677	0.030962	-0.115284	0.163862	-0.041013	-0.019177	0.085395	0.149790	0.154813	0.014197	0.040784	0.022943	-0.054894	0.119160	-0.025882	-0.030164	0.035764	0.084848	0.078379	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.953084	2.773500	0.295674	-2.807689	3.790494	4.022183	5.778780	1.494046	-0.911622	5.500399	3.862946	12.078259	-0.000000	-0.000000	0.089878	-0.175717	0.136097	-0.397694	0.329994	-0.036304	-0.024871	-0.104228	-0.079545	-0.080962	0.046309	-0.012314	-0.309502	-0.175719	0.131981	0.002193	0.009213	-0.025386	-0.151318	-0.231826	-0.026269	-0.003326	-0.060337	-0.128270	-0.329288	-0.000311	0.012980	-0.013600	-0.069696	-0.064690	0.010784	-0.009974	-0.058127	-0.013759	-0.142904	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.092153	-0.188554	0.121614	-0.362605	0.431542	-0.035529	-0.022205	-0.106431	-0.100666	-0.089778	0.043063	-0.013990	-0.312268	-0.177964	0.111881	0.015574	0.032677	0.030962	-0.115284	0.163862	-0.041013	-0.019177	0.085395	0.149790	0.154813	0.014197	0.040784	0.022943	-0.054894	0.119160	-0.025882	-0.030164	0.035764	0.084848	0.078379	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.093291	-0.197266	0.082581	-0.074175	0.286972	-0.032030	-0.017988	-0.105515	-0.110076	-0.058171	0.039458	-0.018130	-0.297409	-0.146813	0.136553	0.031219	0.023857	0.047066	0.006269	0.428163	-0.050513	-0.039606	0.258746	0.319275	0.450290	0.030221	0.028189	0.070922	0.006806	0.239926	-0.059203	-0.055198	0.114849	0.149676	0.266187	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.944461	2.191240	0.607715	-0.830052	2.798531	2.290201	-1.605315	2.933963	0.150425	1.993648	-0.774874	5.205721	-0.000000	-0.000000	0.092153	-0.188554	0.121614	-0.362605	0.431542	-0.035529	-0.022205	-0.106431	-0.100666	-0.089778	0.043063	-0.013990	-0.312268	-0.177964	0.111881	0.015574	0.032677	0.030962	-0.115284	0.163862	-0.041013	-0.019177	0.085395	0.149790	0.154813	0.014197	0.040784	0.022943	-0.054894	0.119160	-0.025882	-0.030164	0.035764	0.084848	0.078379	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.093291	-0.197266	0.082581	-0.074175	0.286972	-0.032030	-0.017988	-0.105515	-0.110076	-0.058171	0.039458	-0.018130	-0.297409	-0.146813	0.136553	0.031219	0.023857	0.047066	0.006269	0.428163	-0.050513	-0.039606	0.258746	0.319275	0.450290	0.030221	0.028189	0.070922	0.006806	0.239926	-0.059203	-0.055198	0.114849	0.149676	0.266187	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.094289	-0.197834	0.067473	0.143392	-0.037740	-0.028931	-0.017298	-0.095977	-0.094849	0.007668	0.032000	-0.022641	-0.261940	-0.097229	0.224657	0.012544	-0.023903	0.047280	0.185228	0.482859	-0.051114	-0.035018	0.324238	0.382985	0.663043	0.031555	-0.014594	0.118212	0.051880	0.260723	-0.029346	-0.064354	0.161842	0.158005	0.359161	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.977401	2.445231	-1.047874	1.947979	-1.448410	-2.135809	-11.402421	1.940593	0.432052	-4.066329	-4.626795	-9.064754	-0.000000	-0.000000	0.093291	-0.197266	0.082581	-0.074175	0.286972	-0.032030	-0.017988	-0.105515	-0.110076	-0.058171	0.039458	-0.018130	-0.297409	-0.146813	0.136553	0.031219	0.023857	0.047066	0.006269	0.428163	-0.050513	-0.039606	0.258746	0.319275	0.450290	0.030221	0.028189	0.070922	0.006806	0.239926	-0.059203	-0.055198	0.114849	0.149676	0.266187	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.094289	-0.197834	0.067473	0.143392	-0.037740	-0.028931	-0.017298	-0.095977	-0.094849	0.007668	0.032000	-0.022641	-0.261940	-0.097229	0.224657	0.012544	-0.023903	0.047280	0.185228	0.482859	-0.051114	-0.035018	0.324238	0.382985	0.663043	0.031555	-0.014594	0.118212	0.051880	0.260723	-0.029346	-0.064354	0.161842	0.158005	0.359161	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.096828	-0.192677	0.100420	0.191669	-0.265551	-0.028069	-0.020295	-0.088835	-0.065680	0.052654	0.032592	-0.027623	-0.222615	-0.052876	0.309938	-0.000490	-0.034728	0.132798	0.217781	0.389572	0.040603	-0.030256	0.332881	0.304557	0.661287	0.039807	-0.024045	0.153037	0.057055	0.191663	0.014059	-0.057117	0.152414	0.102032	0.351945	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
3.454370	3.281261	-1.233752	1.460670	-6.757669	-7.114699	-14.423756	0.873097	2.057803	-11.619299	-10.765582	-14.551342	-0.000000	-0.000000	0.094289	-0.197834	0.067473	0.143392	-0.037740	-0.028931	-0.017298	-0.095977	-0.094849	0.007668	0.032000	-0.022641	-0.261940	-0.097229	0.224657	0.012544	-0.023903	0.047280	0.185228	0.482859	-0.051114	-0.035018	0.324238	0.382985	0.663043	0.031555	-0.014594	0.118212	0.051880	0.260723	-0.029346	-0.064354	0.161842	0.158005	0.359161	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.096828	-0.192677	0.100420	0.191669	-0.265551	-0.028069	-0.020295	-0.088835	-0.065680	0.052654	0.032592	-0.027623	-0.222615	-0.052876	0.309938	-0.000490	-0.034728	0.132798	0.217781	0.389572	0.040603	-0.030256	0.332881	0.304557	0.661287	0.039807	-0.024045	0.153037	0.057055	0.191663	0.014059	-0.057117	0.152414	0.102032	0.351945	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.101654	-0.187022	0.127527	0.090060	-0.425224	-0.028818	-0.023640	-0.070225	-0.038811	0.087920	0.041968	-0.032230	-0.180824	-0.023092	0.382150	-0.017148	-0.008824	0.107500	0.081800	-0.002918	0.063035	-0.027686	0.125414	0.073378	0.317731	0.024833	0.008528	0.112695	-0.001860	-0.014686	0.033800	-0.046027	0.049611	0.002828	0.143725	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
3.484412	3.447743	-1.719473	-1.120911	-7.863972	-8.044773	-13.940197	-2.385011	5.638429	-13.619488	-12.853239	-14.958881	-0.000000	-0.000000	0.096828	-0.192677	0.100420	0.191669	-0.265551	-0.028069	-0.020295	-0.088835	-0.065680	0.052654	0.032592	-0.027623	-0.222615	-0.052876	0.309938	-0.000490	-0.034728	0.132798	0.217781	0.389572	0.040603	-0.030256	0.332881	0.304557	0.661287	0.039807	-0.024045	0.153037	0.057055	0.191663	0.014059	-0.057117	0.152414	0.102032	0.351945	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.101654	-0.187022	0.127527	0.090060	-0.425224	-0.028818	-0.023640	-0.070225	-0.038811	0.087920	0.041968	-0.032230	-0.180824	-0.023092	0.382150	-0.017148	-0.008824	0.107500	0.081800	-0.002918	0.063035	-0.027686	0.125414	0.073378	0.317731	0.024833	0.008528	0.112695	-0.001860	-0.014686	0.033800	-0.046027	0.049611	0.002828	0.143725	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.106185	-0.184499	0.017032	-0.066105	-0.441021	-0.031463	-0.023857	-0.063717	-0.036152	0.083535	0.050798	-0.034226	-0.178087	-0.030609	0.412053	-0.018814	0.016682	-0.054855	-0.153390	-0.329364	0.011887	0.000721	-0.234874	-0.308823	-0.056864	0.008951	0.030680	0.004706	-0.111361	-0.226902	0.038081	-0.013129	-0.127612	-0.151322	-0.104696	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	
3.474532	3.388794	-0.092465	-0.741678	-3.283844	-0.151054	-4.466860	-0.921988	2.149989	-8.008085	-4.552351	-14.570062	-0.000000	-0.000000	0.101654	-0.187022	0.127527	0.090060	-0.425224	-0.028818	-0.023640	-0.070225	-0.038811	0.087920	0.041968	-0.032230	-0.180824	-0.023092	0.382150	-0.017148	-0.008824	0.107500	0.081800	-0.002918	0.063035	-0.027686	0.125414	0.073378	0.317731	0.024833	0.008528	0.112695	-0.001860	-0.014686	0.033800	-0.046027	0.049611	0.002828	0.143725	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.106185	-0.184499	0.017032	-0.066105	-0.441021	-0.031463	-0.023857	-0.063717	-0.036152	0.083535	0.050798	-0.034226	-0.178087	-0.030609	0.412053	-0.018814	0.016682	-0.054855	-0.153390	-0.329364	0.011887	0.000721	-0.234874	-0.308823	-0.056864	0.008951	0.030680	0.004706	-0.111361	-0.226902	0.038081	-0.013129	-0.127612	-0.151322	-0.104696	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.108919	-0.186134	0.038729	-0.185037	-0.226351	-0.033883	-0.022220	-0.078845	-0.070395	0.004190	0.048735	-0.031272	-0.225668	-0.076847	0.375867	-0.018283	0.005623	-0.270000	-0.359417	-0.686196	-0.065812	0.067422	-0.568219	-0.569333	-0.483068	-0.014401	0.012243	-0.098031	-0.197692	-0.356492	0.004398	0.068427	-0.284160	-0.297728	-0.292714	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	
3.417173	3.114655	-0.080664	-0.131973	4.138016	2.338643	10.567989	-0.061036	-3.160091	4.943828	6.675670	2.726256	-0.000000	-0.000000	0.106185	-0.184499	0.017032	-0.066105	-0.441021	-0.031463	-0.023857	-0.063717	-0.036152	0.083535	0.050798	-0.034226	-0.178087	-0.030609	0.412053	-0.018814	0.016682	-0.054855	-0.153390	-0.329364	0.011887	0.000721	-0.234874	-0.308823	-0.056864	0.008951	0.030680	0.004706	-0.111361	-0.226902	0.038081	-0.013129	-0.127612	-0.151322	-0.104696	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.108919	-0.186134	0.038729	-0.185037	-0.226351	-0.033883	-0.022220	-0.078845	-0.070395	0.004190	0.048735	-0.031272	-0.225668	-0.076847	0.375867	-0.018283	0.005623	-0.270000	-0.359417	-0.686196	-0.065812	0.067422	-0.568219	-0.569333	-0.483068	-0.014401	0.012243	-0.098031	-0.197692	-0.356492	0.004398	0.068427	-0.284160	-0.297728	-0.292714	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.110792	-0.192016	0.033959	-0.284585	0.025713	-0.036087	-0.021497	-0.109206	-0.114854	-0.062860	0.039284	-0.021562	-0.285469	-0.172318	0.286430	-0.019276	0.001260	-0.303030	-0.318253	-0.632195	-0.078468	0.084910	-0.680768	-0.653660	-0.755306	-0.013584	0.000390	-0.116947	-0.155500	-0.356472	0.000014	0.090979	-0.344528	-0.270570	-0.421915	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	
3.005356	3.085837	0.624526	2.125583	2.673798	-1.413833	11.242229	-2.063303	-1.256267	5.166989	8.207484	11.903249	-0.000000	-0.000000	0.108919	-0.186134	0.038729	-0.185037	-0.226351	-0.033883	-0.022220	-0.078845	-0.070395	0.004190	0.048735	-0.031272	-0.225668	-0.076847	0.375867	-0.018283	0.005623	-0.270000	-0.359417	-0.686196	-0.065812	0.067422	-0.568219	-0.569333	-0.483068	-0.014401	0.012243	-0.098031	-0.197692	-0.356492	0.004398	0.068427	-0.284160	-0.297728	-0.292714	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.110792	-0.192016	0.033959	-0.284585	0.025713	-0.036087	-0.021497	-0.109206	-0.114854	-0.062860	0.039284	-0.021562	-0.285469	-0.172318	0.286430	-0.019276	0.001260	-0.303030	-0.318253	-0.632195	-0.078468	0.084910	-0.680768	-0.653660	-0.755306	-0.013584	0.000390	-0.116947	-0.155500	-0.356472	0.000014	0.090979	-0.344528	-0.270570	-0.421915	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.110617	-0.201776	-0.029551	-0.406038	0.274438	-0.037885	-0.021393	-0.139536	-0.153262	-0.141725	0.027845	-0.012180	-0.366592	-0.252965	0.204324	0.001562	-0.000805	-0.029256	-0.180833	-0.269108	-0.038904	0.033151	-0.370628	-0.307896	-0.583970	-0.012994	-0.001691	-0.024629	-0.082059	-0.119298	0.010538	0.034259	-0.189347	-0.089921	-0.298969	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	
3.018697	3.223646	1.184474	1.468669	1.379946	1.911798	9.822139	-2.881856	-0.223657	4.835705	8.008473	11.891744	-0.000000	-0.000000	0.110792	-0.192016	0.033959	-0.284585	0.025713	-0.036087	-0.021497	-0.109206	-0.114854	-0.062860	0.039284	-0.021562	-0.285469	-0.172318	0.286430	-0.019276	0.001260	-0.303030	-0.318253	-0.632195	-0.078468	0.084910	-0.680768	-0.653660	-0.755306	-0.013584	0.000390	-0.116947	-0.155500	-0.356472	0.000014	0.090979	-0.344528	-0.270570	-0.421915	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.110617	-0.201776	-0.029551	-0.406038	0.274438	-0.037885	-0.021393	-0.139536	-0.153262	-0.141725	0.027845	-0.012180	-0.366592	-0.252965	0.204324	0.001562	-0.000805	-0.029256	-0.180833	-0.269108	-0.038904	0.033151	-0.370628	-0.307896	-0.583970	-0.012994	-0.001691	-0.024629	-0.082059	-0.119298	0.010538	0.034259	-0.189347	-0.089921	-0.298969	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.107616	-0.215575	-0.129499	-0.402526	0.369076	-0.038196	-0.019853	-0.145166	-0.179265	-0.163556	0.022359	-0.007711	-0.419021	-0.277722	0.137981	-0.005078	0.024231	0.043487	-0.141965	0.058236	-0.025177	0.012970	-0.124653	0.027138	-0.170414	-0.003309	0.028674	0.021134	-0.077278	0.071279	-0.014946	0.010933	-0.059361	0.058030	-0.053959	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
3.087479	3.258536	0.785176	-1.142780	2.717106	6.062039	8.521173	-1.121467	-2.466708	5.364938	3.505685	9.487254	-0.000000	-0.000000	0.110617	-0.201776	-0.029551	-0.406038	0.274438	-0.037885	-0.021393	-0.139536	-0.153262	-0.141725	0.027845	-0.012180	-0.366592	-0.252965	0.204324	0.001562	-0.000805	-0.029256	-0.180833	-0.269108	-0.038904	0.033151	-0.370628	-0.307896	-0.583970	-0.012994	-0.001691	-0.024629	-0.082059	-0.119298	0.010538	0.034259	-0.189347	-0.089921	-0.298969	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.107616	-0.215575	-0.129499	-0.402526	0.369076	-0.038196	-0.019853	-0.145166	-0.179265	-0.163556	0.022359	-0.007711	-0.419021	-0.277722	0.137981	-0.005078	0.024231	0.043487	-0.141965	0.058236	-0.025177	0.012970	-0.124653	0.027138	-0.170414	-0.003309	0.028674	0.021134	-0.077278	0.071279	-0.014946	0.010933	-0.059361	0.058030	-0.053959	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.101543	-0.225771	-0.113527	-0.147396	0.244035	-0.037289	-0.015434	-0.137447	-0.198230	-0.144150	0.018111	-0.005024	-0.432997	-0.256477	0.128178	0.019034	0.040576	0.062974	-0.085734	0.350250	-0.062190	0.014325	0.042322	0.268973	0.198269	0.013540	0.046272	0.034102	-0.029653	0.199116	-0.053900	0.004893	0.027106	0.156840	0.134114	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.034180	3.160499	1.488912	-1.754227	2.244117	4.978725	8.797177	1.363117	-1.488428	4.043416	0.090802	-1.474468	-0.000000	-0.000000	0.107616	-0.215575	-0.129499	-0.402526	0.369076	-0.038196	-0.019853	-0.145166	-0.179265	-0.163556	0.022359	-0.007711	-0.419021	-0.277722	0.137981	-0.005078	0.024231	0.043487	-0.141965	0.058236	-0.025177	0.012970	-0.124653	0.027138	-0.170414	-0.003309	0.028674	0.021134	-0.077278	0.071279	-0.014946	0.010933	-0.059361	0.058030	-0.053959	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.101543	-0.225771	-0.113527	-0.147396	0.244035	-0.037289	-0.015434	-0.137447	-0.198230	-0.144150	0.018111	-0.005024	-0.432997	-0.256477	0.128178	0.019034	0.040576	0.062974	-0.085734	0.350250	-0.062190	0.014325	0.042322	0.268973	0.198269	0.013540	0.046272	0.034102	-0.029653	0.199116	-0.053900	0.004893	0.027106	0.156840	0.134114	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.098063	-0.226664	-0.069176	0.238082	-0.012368	-0.033982	-0.011472	-0.133286	-0.197467	-0.082350	0.008925	-0.003557	-0.430315	-0.219755	0.159636	0.043779	0.013480	0.049918	0.122637	0.494610	-0.073569	-0.004616	0.175922	0.369230	0.411364	0.022039	0.025127	0.070795	0.060733	0.265441	-0.061577	-0.033663	0.105092	0.172830	0.245306	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.537843	2.976854	1.336824	-0.431494	1.271560	2.410567	2.423172	1.632333	-0.099720	0.987815	-1.642801	-4.655241	-0.000000	-0.000000	0.101543	-0.225771	-0.113527	-0.147396	0.244035	-0.037289	-0.015434	-0.137447	-0.198230	-0.144150	0.018111	-0.005024	-0.432997	-0.256477	0.128178	0.019034	0.040576	0.062974	-0.085734	0.350250	-0.062190	0.014325	0.042322	0.268973	0.198269	0.013540	0.046272	0.034102	-0.029653	0.199116	-0.053900	0.004893	0.027106	0.156840	0.134114	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.098063	-0.226664	-0.069176	0.238082	-0.012368	-0.033982	-0.011472	-0.133286	-0.197467	-0.082350	0.008925	-0.003557	-0.430315	-0.219755	0.159636	0.043779	0.013480	0.049918	0.122637	0.494610	-0.073569	-0.004616	0.175922	0.369230	0.411364	0.022039	0.025127	0.070795	0.060733	0.265441	-0.061577	-0.033663	0.105092	0.172830	0.245306	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.097595	-0.217360	0.025413	0.398903	-0.323559	-0.031818	-0.010963	-0.131751	-0.165132	-0.011006	0.003962	-0.005372	-0.398663	-0.158709	0.212431	0.002284	-0.015170	0.019648	0.293528	0.586167	0.005555	-0.025703	0.219991	0.316792	0.300416	0.042162	-0.001641	0.102852	0.102924	0.325781	-0.036209	-0.054128	0.133966	0.113143	0.170439	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.033807	2.958249	-0.645177	0.789599	-0.409915	-0.838212	-9.863813	1.864071	0.299871	0.001878	-1.845316	-3.495671	-0.000000	-0.000000	0.098063	-0.226664	-0.069176	0.238082	-0.012368	-0.033982	-0.011472	-0.133286	-0.197467	-0.082350	0.008925	-0.003557	-0.430315	-0.219755	0.159636	0.043779	0.013480	0.049918	0.122637	0.494610	-0.073569	-0.004616	0.175922	0.369230	0.411364	0.022039	0.025127	0.070795	0.060733	0.265441	-0.061577	-0.033663	0.105092	0.172830	0.245306	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.097595	-0.217360	0.025413	0.398903	-0.323559	-0.031818	-0.010963	-0.131751	-0.165132	-0.011006	0.003962	-0.005372	-0.398663	-0.158709	0.212431	0.002284	-0.015170	0.019648	0.293528	0.586167	0.005555	-0.025703	0.219991	0.316792	0.300416	0.042162	-0.001641	0.102852	0.102924	0.325781	-0.036209	-0.054128	0.133966	0.113143	0.170439	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.100044	-0.204825	-0.053405	0.368185	-0.455728	-0.030222	-0.013276	-0.126403	-0.126604	0.059437	0.007210	-0.009225	-0.367711	-0.124108	0.251004	0.009999	-0.022804	0.081528	0.298752	0.496217	0.051853	-0.030720	0.212533	0.210697	0.139965	0.060612	-0.005798	0.116572	0.100543	0.291674	-0.014980	-0.051771	0.117826	0.053908	0.062061	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.443882	3.262514	-1.259227	0.763301	-1.943037	-1.895131	-13.453012	1.884429	1.115797	-0.932339	-0.986428	-5.064221	-0.000000	-0.000000	0.097595	-0.217360	0.025413	0.398903	-0.323559	-0.031818	-0.010963	-0.131751	-0.165132	-0.011006	0.003962	-0.005372	-0.398663	-0.158709	0.212431	0.002284	-0.015170	0.019648	0.293528	0.586167	0.005555	-0.025703	0.219991	0.316792	0.300416	0.042162	-0.001641	0.102852	0.102924	0.325781	-0.036209	-0.054128	0.133966	0.113143	0.170439	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.100044	-0.204825	-0.053405	0.368185	-0.455728	-0.030222	-0.013276	-0.126403	-0.126604	0.059437	0.007210	-0.009225	-0.367711	-0.124108	0.251004	0.009999	-0.022804	0.081528	0.298752	0.496217	0.051853	-0.030720	0.212533	0.210697	0.139965	0.060612	-0.005798	0.116572	0.100543	0.291674	-0.014980	-0.051771	0.117826	0.053908	0.062061	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.098644	-0.194010	-0.273554	0.197647	-0.503820	-0.029224	-0.015726	-0.111836	-0.090691	0.120926	0.016632	-0.012564	-0.341358	-0.101606	0.263348	0.013214	-0.004607	0.095743	0.148174	0.196186	0.080561	-0.019939	0.169563	0.061898	-0.018457	0.049940	0.008491	0.095858	0.052061	0.082287	0.003548	-0.043935	0.091501	0.003737	-0.002696	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.717916	3.364785	-1.391628	-0.211726	-2.340793	-2.049446	-13.304838	1.724696	2.316005	-2.009161	-0.056522	-4.797516	-0.000000	-0.000000	0.100044	-0.204825	-0.053405	0.368185	-0.455728	-0.030222	-0.013276	-0.126403	-0.126604	0.059437	0.007210	-0.009225	-0.367711	-0.124108	0.251004	0.009999	-0.022804	0.081528	0.298752	0.496217	0.051853	-0.030720	0.212533	0.210697	0.139965	0.060612	-0.005798	0.116572	0.100543	0.291674	-0.014980	-0.051771	0.117826	0.053908	0.062061	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.098644	-0.194010	-0.273554	0.197647	-0.503820	-0.029224	-0.015726	-0.111836	-0.090691	0.120926	0.016632	-0.012564	-0.341358	-0.101606	0.263348	0.013214	-0.004607	0.095743	0.148174	0.196186	0.080561	-0.019939	0.169563	0.061898	-0.018457	0.049940	0.008491	0.095858	0.052061	0.082287	0.003548	-0.043935	0.091501	0.003737	-0.002696	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.092663	-0.188029	-0.301359	0.026444	-0.441919	-0.028273	-0.015957	-0.100562	-0.074784	0.133781	0.028477	-0.014759	-0.320675	-0.093858	0.257892	-0.004262	0.008496	0.079018	0.061927	-0.174405	0.085875	-0.007694	0.106989	0.000955	-0.137941	0.030093	0.020176	0.055427	0.007716	-0.132444	0.019981	-0.024997	0.056828	-0.018813	-0.073234	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
