C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.551821	0.254219	-1.395135	1.132932	-1.098663	-0.501542	-0.289756	1.086153	-1.312671	1.284658	0.520776	0.234274	-1.461836	1.109309	-0.979074	-0.533368	-0.262564	1.008642	-1.301606	1.363348	0.132137	-0.046068	0.957426	1.481738	1.961862	0.805614	-0.199386	1.695627	0.618984	-0.184571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098644	-0.194010	-2.593557	-0.547108	0.395294	-1.007641	-1.448823	-0.371872	9.865495	1.000000	0.000000	0.000000	0.000000	
0.530961	0.251046	-1.430221	1.102213	-1.298089	-0.475691	-0.255041	1.056037	-1.313518	1.212748	0.521727	0.234043	-1.450562	1.125216	-0.966219	-0.521523	-0.264759	1.029325	-1.293858	1.357892	-0.042620	0.084960	0.790180	0.619274	-1.744050	0.858749	-0.076936	1.069888	0.009554	-1.379414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092663	-0.188029	-2.607554	-0.602718	0.052889	-0.883839	-0.454783	-1.552693	9.265985	1.000000	0.000000	0.000000	0.000000	
0.525155	0.241665	-1.465843	1.089644	-1.432302	-0.467429	-0.220947	1.025322	-1.319981	1.173481	0.520996	0.235531	-1.443145	1.130021	-1.001476	-0.510018	-0.265424	1.041774	-1.294999	1.337632	-0.101972	0.099226	0.103445	-0.046251	-4.986609	0.836146	0.091179	0.368711	-0.306132	-2.224742	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087078	-0.186667	-2.620317	-0.400776	-0.170991	-0.768983	0.138799	-0.778099	9.576395	1.000000	0.000000	0.000000	0.000000	
0.533366	0.234885	-1.464155	1.083811	-1.394158	-0.475008	-0.214896	1.036516	-1.313793	1.208669	0.520244	0.236507	-1.443213	1.123591	-1.080090	-0.499454	-0.264062	1.045548	-1.298425	1.306705	-0.090459	0.007596	-0.652686	-0.650207	-6.563643	0.544246	0.323185	-0.235320	-0.410983	-2.515163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083107	-0.188631	-2.631118	-0.343556	-0.336350	-0.561487	0.364806	-0.087070	10.939848	1.000000	0.000000	0.000000	0.000000	
0.544231	0.240116	-1.438821	1.096260	-1.257607	-0.501844	-0.233461	1.092825	-1.283774	1.363626	0.520094	0.236557	-1.448727	1.113896	-1.150459	-0.490943	-0.257966	1.047151	-1.304418	1.275511	-0.012536	-0.021341	-0.299074	-0.567528	-5.053301	0.385940	0.366160	0.098605	-0.250476	-1.305385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079637	-0.193442	-2.639245	-0.315067	-0.484651	-0.361793	0.383430	0.349773	10.182209	1.000000	0.000000	0.000000	0.000000	
0.556695	0.237994	-1.404875	1.141377	-1.108555	-0.527253	-0.273318	1.184104	-1.220317	1.566684	0.520379	0.236632	-1.450848	1.106189	-1.206651	-0.487666	-0.253023	1.053748	-1.305956	1.265564	0.009215	-0.014929	0.287649	-0.440612	-1.384718	0.042084	0.192486	1.105605	0.135475	1.223439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076372	-0.200843	-2.644886	-0.271976	-0.603277	-0.281807	2.193739	0.796768	9.457129	1.000000	0.000000	0.000000	0.000000	
0.557592	0.223884	-1.354435	1.186950	-1.013175	-0.514251	-0.318636	1.280033	-1.175228	1.769904	0.521672	0.236679	-1.443784	1.105884	-1.210498	-0.489022	-0.251962	1.077556	-1.291359	1.292776	0.000922	-0.028247	0.705754	0.503811	1.550511	-0.124908	-0.138948	2.298560	1.639716	4.411103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073221	-0.208875	-2.650303	-0.337502	-0.473268	-0.349334	3.653948	0.673126	9.047382	1.000000	0.000000	0.000000	0.000000	
0.544555	0.224018	-1.330882	1.206001	-1.121189	-0.468627	-0.334755	1.295606	-1.182086	1.920661	0.522657	0.236180	-1.433574	1.118981	-1.186743	-0.487669	-0.254512	1.101801	-1.268278	1.364497	0.066395	-0.148226	1.145382	1.509048	3.166604	0.291107	-0.433814	3.286774	2.041394	6.882972	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069551	-0.214115	-2.657090	-0.380406	-0.163474	-0.547826	4.252292	-1.436711	7.756412	1.000000	0.000000	0.000000	0.000000	
0.520933	0.255180	-1.397971	1.130827	-1.333708	-0.420865	-0.312271	1.154826	-1.317668	1.787293	0.521885	0.233519	-1.423681	1.142733	-1.153760	-0.479765	-0.260935	1.149568	-1.236859	1.464119	-0.077112	-0.204426	0.718245	1.804991	0.923856	0.405991	-0.466790	2.534125	2.074583	7.632667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066862	-0.215488	-2.667320	-0.262968	-0.062271	-0.847383	2.802187	0.018552	8.668974	1.000000	0.000000	0.000000	0.000000	
0.483190	0.258039	-1.560381	0.964905	-1.556283	-0.436876	-0.215645	0.934589	-1.533509	1.562732	0.519671	0.232018	-1.423156	1.161272	-1.150338	-0.465535	-0.265435	1.170560	-1.215672	1.556187	-0.325268	0.027249	-0.619123	0.019976	-2.301502	1.136344	-0.199060	-0.685299	-0.148484	4.835668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066198	-0.216061	-2.680428	-0.138799	-0.174300	-0.810417	0.654953	-0.490928	10.261148	1.000000	0.000000	0.000000	0.000000	
0.448476	0.256610	-1.738407	0.813426	-1.778733	-0.484353	-0.098463	0.711033	-1.750876	1.337570	0.511691	0.232662	-1.432672	1.149373	-1.208711	-0.453504	-0.264452	1.143448	-1.257721	1.608237	-0.653681	0.100435	-3.265395	-3.082838	-6.155547	0.040352	0.437236	-4.905161	-4.914293	0.658048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068853	-0.220757	-2.692415	0.199760	-0.704046	-0.617949	-0.930560	1.305693	10.950749	1.000000	0.000000	0.000000	0.000000	
0.413725	0.259915	-1.816202	0.816773	-1.914344	-0.487555	-0.031908	0.517630	-1.855959	1.113739	0.500935	0.234294	-1.488422	1.101192	-1.299362	-0.456163	-0.254126	1.068912	-1.342296	1.603040	-0.930797	0.128691	-6.911476	-5.071632	-8.952287	-0.854414	1.394212	-8.268908	-8.130236	-3.682061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073527	-0.233416	-2.700354	0.116230	-1.259279	-0.147578	0.928090	4.974515	11.511972	1.000000	0.000000	0.000000	0.000000	
0.427434	0.270665	-1.722455	0.868024	-1.710423	-0.496178	-0.107425	0.580235	-1.671679	1.155018	0.486279	0.236898	-1.576320	1.021642	-1.397633	-0.467478	-0.229790	0.937247	-1.461453	1.518516	-0.993405	0.185024	-5.656895	-4.747067	-8.799247	-1.010194	1.703940	-8.964715	-8.710062	-7.350961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073622	-0.252692	-2.700113	-0.090220	-1.428274	0.461245	3.567276	6.320369	10.954560	1.000000	0.000000	0.000000	0.000000	
0.463515	0.306824	-1.624493	0.843042	-1.492120	-0.543842	-0.161309	0.667729	-1.489923	1.346091	0.476151	0.240400	-1.633763	0.969042	-1.515845	-0.483748	-0.211651	0.845217	-1.559366	1.440640	-0.402939	0.369792	-1.699820	-2.994221	-4.146221	-0.931552	0.998600	-5.551642	-3.777870	-5.285577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067588	-0.273527	-2.692076	-0.638951	-1.157087	0.902891	6.771177	6.838041	10.716306	1.000000	0.000000	0.000000	0.000000	
0.491944	0.320165	-1.539204	0.883128	-1.277786	-0.598920	-0.194564	0.763720	-1.343621	1.528655	0.474561	0.247223	-1.650075	0.934798	-1.554367	-0.496284	-0.199962	0.779023	-1.596736	1.381178	0.116740	0.584852	0.534924	-1.231154	0.217001	-0.798061	0.503494	-2.359304	0.700509	-0.779811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051335	-0.289264	-2.674760	-0.885290	-0.709067	1.497134	6.785829	-1.164339	8.338097	1.000000	0.000000	0.000000	0.000000	
0.520395	0.299346	-1.440133	1.025698	-1.060849	-0.636787	-0.271867	0.890450	-1.238966	1.726548	0.478533	0.255268	-1.647085	0.917383	-1.525648	-0.509793	-0.192187	0.751268	-1.578426	1.383874	0.332720	0.564482	0.950328	0.204910	4.034778	-1.475659	0.313235	0.210743	4.330892	2.427575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035734	-0.297875	-2.651950	-0.412336	-0.117170	1.354324	6.298031	-0.580488	5.766268	1.000000	0.000000	0.000000	0.000000	
0.549395	0.231983	-1.336894	1.171046	-0.862980	-0.619480	-0.359407	1.030964	-1.171979	1.929551	0.485240	0.260229	-1.644839	0.940581	-1.452172	-0.523206	-0.191594	0.758779	-1.501748	1.443204	0.441559	0.125078	0.747594	4.180133	6.649920	-0.772210	-0.424655	1.908965	5.842020	5.093347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027566	-0.297916	-2.635017	0.020571	0.045033	0.794426	-0.280118	0.958040	7.140214	1.000000	0.000000	0.000000	0.000000	
0.560227	0.197949	-1.242112	1.273709	-0.719001	-0.560630	-0.415027	1.159745	-1.110905	2.149837	0.486775	0.259057	-1.622361	0.998268	-1.348273	-0.529524	-0.200005	0.789410	-1.411531	1.498012	0.295409	-0.487673	3.079333	5.324437	8.907504	0.135647	-1.202187	3.659592	6.977209	6.490566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025645	-0.301660	-2.629336	-0.250475	-0.597723	-0.215365	0.145906	2.014279	7.419537	1.000000	0.000000	0.000000	0.000000	
0.548923	0.226969	-1.198515	1.338463	-0.819071	-0.512370	-0.424225	1.210074	-1.124199	2.349266	0.490184	0.249678	-1.565400	1.076424	-1.239452	-0.520076	-0.218247	0.848947	-1.316570	1.612111	0.368035	-0.648984	5.200399	5.742465	9.203055	1.304729	-1.532357	5.495719	5.935660	9.579026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020402	-0.310007	-2.635394	-0.882047	-0.538392	-0.789123	4.254912	-0.550992	5.992516	1.000000	0.000000	0.000000	0.000000	
0.503976	0.303526	-1.268962	1.296678	-1.039066	-0.461281	-0.382930	1.122114	-1.221698	2.195188	0.495761	0.243287	-1.501518	1.138244	-1.121966	-0.501175	-0.240224	0.914192	-1.247754	1.741559	0.424153	-0.345232	5.269431	4.842067	6.664241	1.425127	-1.385076	5.822407	4.006427	10.327567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010707	-0.315374	-2.649299	-1.067206	-0.102888	-1.222388	3.391251	-3.333831	7.593213	1.000000	0.000000	0.000000	0.000000	
0.454180	0.327242	-1.413241	1.138079	-1.264190	-0.420946	-0.279491	0.917768	-1.408471	1.970448	0.497628	0.242703	-1.434046	1.198930	-1.056253	-0.482127	-0.260549	0.979222	-1.209587	1.891670	-0.271652	0.353989	3.098802	2.707103	0.819968	1.196382	-1.099320	3.255299	0.627469	5.872878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002459	-0.315454	-2.670520	-0.831672	0.190754	-1.644231	2.745219	-4.335540	8.033299	1.000000	0.000000	0.000000	0.000000	
0.392724	0.262638	-1.588005	0.949429	-1.489574	-0.448771	-0.133007	0.695383	-1.624321	1.744996	0.494197	0.249033	-1.401650	1.222190	-1.062425	-0.466080	-0.269921	1.014281	-1.208230	1.955449	-0.672747	0.648411	0.407590	-0.765711	-3.341333	0.985067	-0.118074	-1.789187	-2.634739	1.117712	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002008	-0.312496	-2.696270	-0.733431	0.197594	-1.566546	1.611861	-2.035003	8.885180	1.000000	0.000000	0.000000	0.000000	
0.336223	0.219701	-1.754679	0.822375	-1.713822	-0.450758	-0.008557	0.476615	-1.809568	1.520640	0.483211	0.254620	-1.427837	1.182858	-1.125043	-0.463452	-0.263451	0.992309	-1.290620	1.955191	-0.964110	0.053209	-4.049090	-4.260641	-6.772506	-0.246967	1.137445	-5.015550	-8.129107	-3.084732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006461	-0.309775	-2.716679	-0.524956	0.029243	-0.870773	0.530173	1.221779	7.505033	1.000000	0.000000	0.000000	0.000000	
0.308122	0.218270	-1.754764	0.835600	-1.877069	-0.427331	-0.020855	0.427675	-1.699840	1.313155	0.467128	0.255657	-1.469934	1.125095	-1.231375	-0.470172	-0.247553	0.915141	-1.400978	1.891042	-1.474816	-0.092389	-5.328781	-7.297151	-8.256733	-1.123931	1.808543	-8.028692	-9.474179	-6.670074	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012745	-0.312262	-2.723924	-0.499060	-0.765281	0.146878	-0.261346	1.021965	12.844545	1.000000	0.000000	0.000000	0.000000	
0.326489	0.266440	-1.640807	0.858359	-1.687961	-0.456683	-0.112704	0.513643	-1.540614	1.415872	0.452643	0.255186	-1.516182	1.026980	-1.368817	-0.483609	-0.221836	0.807669	-1.524274	1.781108	0.058407	-0.038319	-3.129165	-6.403858	-9.305481	-0.709120	1.627889	-7.300565	-5.714256	-8.072008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023037	-0.324029	-2.715517	-0.429539	-0.794918	1.332882	7.331862	2.793556	10.186488	1.000000	0.000000	0.000000	0.000000	
0.373908	0.315757	-1.516145	0.869980	-1.468428	-0.500025	-0.176404	0.599619	-1.397429	1.564216	0.451806	0.256344	-1.552840	0.956370	-1.466825	-0.493348	-0.203445	0.722076	-1.582060	1.687415	-0.119786	0.216015	-1.366786	-2.667862	-5.240245	-0.378000	0.851410	-3.640410	-1.611336	-5.225076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037939	-0.330424	-2.688084	-0.293035	-0.189155	2.273481	6.296978	-0.521311	8.781022	1.000000	0.000000	0.000000	0.000000	
0.418967	0.333023	-1.432665	0.988341	-1.249621	-0.554736	-0.233509	0.722756	-1.244127	1.762265	0.445023	0.260509	-1.561456	0.926617	-1.508091	-0.494399	-0.193393	0.672340	-1.575903	1.631502	-0.668030	0.486886	0.997452	-1.037995	0.044786	0.293715	0.232869	-1.554006	2.941150	-1.471688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049102	-0.333565	-2.651018	0.560713	-0.504644	2.461922	5.131289	-4.419443	8.547417	1.000000	0.000000	0.000000	0.000000	
0.459593	0.302422	-1.324635	1.119154	-1.030773	-0.580492	-0.330533	0.868010	-1.124591	1.974683	0.435257	0.266124	-1.555667	0.915601	-1.489300	-0.491750	-0.189985	0.653959	-1.524096	1.625650	-0.597227	0.430222	1.300179	1.138510	3.804688	-0.148600	-0.024405	0.755394	5.430854	2.232761	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049358	-0.340884	-2.612072	1.218000	-0.639938	2.379137	7.824607	2.958793	4.481279	1.000000	0.000000	0.000000	0.000000	
0.498574	0.245606	-1.239309	1.210579	-0.818847	-0.549912	-0.376898	0.997331	-1.035083	2.177928	0.421962	0.269291	-1.540526	0.965525	-1.408988	-0.485477	-0.194401	0.668385	-1.427778	1.681768	-1.117081	-0.073299	1.895772	5.494865	6.257010	0.801714	-0.829483	2.678805	7.449069	4.948239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045277	-0.347483	-2.575654	1.031847	-0.478480	2.086715	4.396887	0.484606	8.631166	1.000000	0.000000	0.000000	0.000000	
0.519821	0.233215	-1.181330	1.287678	-0.644992	-0.494588	-0.381586	1.085142	-0.968426	2.363394	0.406557	0.265756	-1.518790	1.021117	-1.317535	-0.467695	-0.206552	0.696716	-1.338988	1.744609	-0.865469	-0.547060	3.396550	5.661798	9.108997	1.629568	-1.261281	4.260020	7.242603	6.692411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040665	-0.354550	-2.548208	0.714542	-0.547211	1.175131	3.157602	4.459254	7.341269	1.000000	0.000000	0.000000	0.000000	
0.511932	0.286843	-1.181461	1.312504	-0.707699	-0.469690	-0.366451	1.080666	-1.005376	2.405112	0.399816	0.257965	-1.456209	1.110074	-1.192689	-0.439808	-0.223870	0.777966	-1.220491	1.865114	-0.093526	-0.519990	4.230596	5.214371	9.676858	1.977566	-1.170691	4.648458	7.180081	9.260717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039341	-0.360584	-2.533440	0.012822	-0.245827	0.498553	3.064862	2.108452	8.177473	1.000000	0.000000	0.000000	0.000000	
0.466403	0.344624	-1.267732	1.240775	-0.928854	-0.443285	-0.334876	0.955065	-1.128414	2.194220	0.402709	0.254500	-1.400024	1.172479	-1.075487	-0.417194	-0.237690	0.839533	-1.131482	1.984792	0.542009	0.024773	3.752169	3.508563	7.559602	1.359804	-0.945275	4.634957	3.911022	7.929765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044065	-0.362175	-2.528733	-0.487654	0.082226	-0.020794	1.918069	-0.662172	8.144063	1.000000	0.000000	0.000000	0.000000	
0.408429	0.332962	-1.394333	1.094486	-1.153524	-0.429417	-0.255681	0.764733	-1.299880	1.969928	0.407359	0.258598	-1.347396	1.210575	-0.989839	-0.402930	-0.251964	0.890281	-1.092549	2.071080	0.214724	0.625958	1.568671	0.787060	1.991290	0.338379	-0.663338	1.388248	0.328289	2.973997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051526	-0.360485	-2.531483	-0.645310	0.210831	-0.389086	2.470646	-1.422231	8.827766	1.000000	0.000000	0.000000	0.000000	
0.350105	0.257066	-1.546192	0.932837	-1.378084	-0.441525	-0.140950	0.553794	-1.494525	1.745352	0.407901	0.267341	-1.331127	1.209664	-0.986280	-0.399810	-0.257614	0.896166	-1.104173	2.093670	-0.275146	0.586041	-1.409978	-2.182576	-2.655391	-0.398877	0.097679	-2.638923	-3.121799	-1.653305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058783	-0.357483	-2.537593	-0.555229	0.204195	-0.336802	2.828780	-0.644266	9.061662	1.000000	0.000000	0.000000	0.000000	
0.312078	0.224837	-1.657675	0.885405	-1.602268	-0.418795	-0.079852	0.394489	-1.573075	1.521600	0.401345	0.271271	-1.367035	1.171677	-1.042348	-0.410891	-0.251822	0.860532	-1.175928	2.046279	-0.777786	-0.096103	-3.267709	-4.894365	-6.016454	-1.331052	0.938010	-5.233129	-7.270508	-5.008941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065288	-0.354721	-2.540503	-0.329742	0.050471	0.131145	-0.163972	-1.051247	9.319231	1.000000	0.000000	0.000000	0.000000	
0.298584	0.252198	-1.620393	0.886451	-1.665650	-0.412347	-0.121072	0.490705	-1.469872	1.383281	0.395866	0.270094	-1.401697	1.106162	-1.124857	-0.428859	-0.239298	0.791076	-1.278488	1.987874	-0.137102	-0.195724	-3.638432	-6.254310	-7.926384	-1.675523	1.262828	-7.251325	-7.500428	-7.406878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071478	-0.356060	-2.532624	0.038224	-0.426094	0.947765	5.081349	-2.621248	12.960464	1.000000	0.000000	0.000000	0.000000	
0.337584	0.292977	-1.512325	0.882338	-1.464310	-0.444488	-0.191828	0.586831	-1.357085	1.467723	0.398914	0.269512	-1.445998	1.021206	-1.245829	-0.457534	-0.225217	0.708337	-1.371362	1.847367	0.272440	0.035099	-2.977578	-4.324442	-7.231011	-1.647157	0.840494	-3.303971	-3.918629	-8.313190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076801	-0.357493	-2.512311	0.243259	0.280743	1.867018	8.198507	2.594968	9.206293	1.000000	0.000000	0.000000	0.000000	
0.387043	0.316407	-1.428797	0.933986	-1.254799	-0.480934	-0.233086	0.672353	-1.239426	1.578809	0.401244	0.271511	-1.475650	0.970288	-1.327409	-0.471969	-0.215220	0.668089	-1.407385	1.742881	0.254070	0.289660	-0.604845	-1.915538	-3.232147	-0.485762	0.248062	-0.909676	-0.130140	-5.441124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083526	-0.349167	-2.480317	0.450195	0.684162	2.344036	6.497979	0.786720	8.880491	1.000000	0.000000	0.000000	0.000000	
0.429202	0.324491	-1.368925	1.041879	-1.057449	-0.517283	-0.276946	0.760893	-1.136634	1.701147	0.401056	0.276516	-1.480296	0.950048	-1.350219	-0.476044	-0.213325	0.657592	-1.393191	1.687621	0.004469	0.363971	0.968957	0.052720	1.076128	0.118926	-0.119432	0.617428	2.482073	-2.372680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085414	-0.335575	-2.445015	1.006250	0.826609	2.265121	4.124485	0.220714	8.913774	1.000000	0.000000	0.000000	0.000000	
0.461876	0.308716	-1.308903	1.136829	-0.875776	-0.538402	-0.322316	0.854196	-1.111606	1.790315	0.400970	0.280594	-1.478851	0.960830	-1.318673	-0.473684	-0.215273	0.662545	-1.355796	1.665034	0.342431	0.202736	0.002676	2.685310	4.225379	0.134030	-0.274829	2.019427	4.254306	0.492065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080325	-0.320803	-2.410754	1.037586	0.834859	2.240680	0.358023	4.271271	4.581801	1.000000	0.000000	0.000000	0.000000	
0.485705	0.262210	-1.253918	1.210126	-0.733240	-0.517352	-0.350309	0.961932	-1.069711	1.984692	0.400589	0.282000	-1.475484	1.001809	-1.235689	-0.467759	-0.221705	0.695935	-1.280172	1.675493	-0.220500	-0.079763	1.123929	4.026865	6.651532	0.816019	-0.626536	2.595831	4.490853	1.937098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076584	-0.308714	-2.377772	0.822358	0.010754	2.003795	-4.199333	2.595084	9.530467	1.000000	0.000000	0.000000	0.000000	
0.481914	0.239577	-1.197637	1.272617	-0.718892	-0.475364	-0.380238	1.053093	-0.994958	2.189913	0.398792	0.279462	-1.456635	1.053456	-1.149179	-0.455185	-0.230762	0.726435	-1.222129	1.720284	-0.269814	-0.432548	2.471385	4.154042	7.145401	1.240160	-0.819904	3.717809	4.340026	4.723253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073959	-0.309054	-2.348281	0.522459	-0.570548	1.586701	-0.944707	1.458439	7.464860	1.000000	0.000000	0.000000	0.000000	
0.465481	0.274124	-1.182541	1.301178	-0.825715	-0.452926	-0.378022	1.078588	-1.011593	2.301724	0.399257	0.273017	-1.407646	1.124757	-1.050912	-0.433816	-0.243923	0.792901	-1.153475	1.793558	0.210314	-0.553904	2.763164	4.320303	6.336339	1.582683	-0.984642	4.608195	4.911201	7.060752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.075511	-0.314268	-2.326166	-0.067193	-0.172277	1.021345	9.132335	0.796911	2.955166	1.000000	0.000000	0.000000	0.000000	
0.441454	0.326751	-1.253860	1.228061	-1.028063	-0.446829	-0.323189	0.968538	-1.130422	2.086900	0.400828	0.268149	-1.364527	1.168267	-0.975788	-0.416674	-0.255416	0.853910	-1.105260	1.880792	0.111762	-0.124020	2.900520	3.506397	3.313672	0.741037	-0.919691	4.878695	2.808236	7.594610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081299	-0.310621	-2.314438	-0.330224	0.819729	0.310730	5.071530	-1.970764	5.372334	1.000000	0.000000	0.000000	0.000000	
0.425244	0.312512	-1.373370	1.076929	-1.246906	-0.461862	-0.245257	0.795554	-1.302769	1.862353	0.401724	0.268896	-1.333293	1.207018	-0.950537	-0.409466	-0.266609	0.904134	-1.081076	1.966117	-0.020231	0.369131	1.232253	0.786844	-1.106362	-0.061992	-0.389751	1.562676	-0.602053	2.413547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086358	-0.297265	-2.313793	-0.328088	1.132526	-0.242874	1.587778	-3.624588	6.909204	1.000000	0.000000	0.000000	0.000000	
0.385787	0.260355	-1.486075	0.925513	-1.469147	-0.466587	-0.153100	0.640950	-1.451888	1.637931	0.402218	0.273238	-1.322563	1.212370	-0.972822	-0.415148	-0.271464	0.913161	-1.108276	1.988490	-0.036919	0.303288	-1.401744	-1.383472	-4.737889	-1.265957	0.205299	-1.117448	-4.593238	-1.388304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089245	-0.280129	-2.320395	-0.295481	1.320403	-0.416646	2.227605	-2.877552	5.819600	1.000000	0.000000	0.000000	0.000000	
0.361510	0.234295	-1.497073	0.882305	-1.629194	-0.435834	-0.140098	0.689423	-1.393593	1.423715	0.399724	0.274817	-1.350636	1.168632	-1.053736	-0.432982	-0.263994	0.889206	-1.168073	1.941758	-0.300311	-0.124378	-3.580952	-4.385231	-7.456544	-1.473594	0.922018	-3.524606	-6.171853	-5.467499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090691	-0.260664	-2.326056	-0.042039	1.250599	0.056207	0.988651	-1.363607	8.583598	1.000000	0.000000	0.000000	0.000000	
