C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.484299	0.228222	-1.509846	1.042033	-1.436574	-0.469257	-0.214528	0.923845	-1.516562	1.087436	0.515181	0.221283	-1.428083	1.216111	-1.049136	-0.476740	-0.253993	1.174094	-1.246435	1.396155	-0.163795	0.060138	-0.567778	-0.939363	-3.169910	0.656366	-0.013876	-1.951397	-1.807132	-1.156668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055080	-0.139867	-2.649545	-0.040074	-0.256301	-0.140545	2.247174	0.773327	10.071490	1.000000	0.000000	0.000000	0.000000	
0.487247	0.218045	-1.523210	1.038968	-1.414545	-0.477568	-0.196721	0.884393	-1.518204	0.906867	0.512005	0.222228	-1.440758	1.192184	-1.097255	-0.476029	-0.251711	1.129324	-1.298745	1.369082	-0.379301	0.023462	-2.136599	-3.098510	-5.694515	-0.583435	0.406899	-3.737117	-4.999896	-4.879015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054014	-0.142060	-2.651362	-0.097958	-0.044300	-0.056037	1.456642	0.995730	9.531037	1.000000	0.000000	0.000000	0.000000	
0.493030	0.225294	-1.477158	1.060345	-1.266937	-0.488081	-0.236776	0.945891	-1.439455	0.992866	0.509867	0.222174	-1.463261	1.157858	-1.176453	-0.484247	-0.247030	1.079949	-1.347496	1.301848	-0.020482	-0.049998	-1.675816	-2.571133	-4.777948	-0.613195	0.435018	-3.940116	-4.352544	-6.608717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053648	-0.143160	-2.649880	0.115402	-0.184712	0.351548	1.276890	1.837329	8.986272	1.000000	0.000000	0.000000	0.000000	
0.507288	0.253965	-1.445025	1.054985	-1.124989	-0.518363	-0.252381	0.998339	-1.350287	1.146761	0.509585	0.222212	-1.479951	1.128310	-1.230679	-0.491706	-0.242459	1.041066	-1.398492	1.218341	0.015400	0.001979	-0.129196	-1.045770	-1.088481	-0.256739	0.064440	-1.660748	-1.405372	-4.356393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054122	-0.146012	-2.641947	0.116296	-0.160284	0.752421	1.219142	1.027699	9.616551	1.000000	0.000000	0.000000	0.000000	
0.525987	0.265632	-1.426589	1.101997	-0.997525	-0.554567	-0.257842	1.045055	-1.273246	1.276016	0.510765	0.223084	-1.483531	1.114597	-1.241500	-0.496591	-0.241415	1.021924	-1.409879	1.165290	0.022478	0.240983	0.175521	-0.778076	1.332370	-0.615422	-0.068002	-0.295191	0.759788	-1.157993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054878	-0.148331	-2.629818	0.175443	-0.000959	0.852410	2.674991	1.166898	7.811357	1.000000	0.000000	0.000000	0.000000	
0.537979	0.253162	-1.401357	1.170266	-0.889608	-0.568551	-0.281974	1.104797	-1.248894	1.380209	0.512479	0.227273	-1.486332	1.110764	-1.210682	-0.504790	-0.242071	1.018798	-1.391436	1.161465	0.180219	0.268373	-0.146461	0.393293	3.563546	-0.598946	-0.092878	0.678876	2.424502	1.744175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055610	-0.147910	-2.618324	0.066386	0.107155	0.629912	0.501811	1.134046	8.695540	1.000000	0.000000	0.000000	0.000000	
0.544384	0.225313	-1.374595	1.219056	-0.820085	-0.548497	-0.299528	1.164976	-1.239101	1.479555	0.514736	0.230074	-1.486964	1.121945	-1.152659	-0.510501	-0.243721	1.029587	-1.355953	1.195257	0.213441	0.095467	0.348276	1.424713	4.557872	-0.398389	-0.225645	1.271811	2.856185	3.137116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054732	-0.147517	-2.611526	-0.105945	-0.033790	0.169720	1.201277	0.375467	9.664730	1.000000	0.000000	0.000000	0.000000	
0.546585	0.221572	-1.356582	1.224284	-0.824813	-0.525009	-0.298612	1.182245	-1.252376	1.498550	0.516133	0.230198	-1.476259	1.147445	-1.094380	-0.513121	-0.247435	1.050526	-1.322127	1.248883	0.101606	-0.194015	0.942132	1.897757	5.295908	-0.175935	-0.223800	1.550951	2.784195	4.201162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052906	-0.147579	-2.611629	-0.158671	0.148271	-0.253100	3.062507	0.485895	11.461051	1.000000	0.000000	0.000000	0.000000	
0.533678	0.234038	-1.363634	1.207555	-0.954611	-0.505133	-0.294106	1.170856	-1.284270	1.415716	0.516485	0.228025	-1.463333	1.171253	-1.019935	-0.506860	-0.249245	1.071992	-1.292631	1.298794	-0.066611	-0.240412	1.217875	1.683339	3.708646	0.788512	-0.120090	1.735899	1.771982	3.581723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051292	-0.144763	-2.615075	-0.054818	0.188612	-0.190386	2.053562	-1.022575	11.199237	1.000000	0.000000	0.000000	0.000000	
0.514281	0.246117	-1.401477	1.164028	-1.144856	-0.477659	-0.280423	1.116589	-1.323355	1.257890	0.515513	0.225870	-1.447299	1.191355	-0.981104	-0.496132	-0.251917	1.090995	-1.271222	1.344278	-0.086923	-0.040326	1.011644	0.674331	1.107177	0.745371	-0.186491	0.962247	0.491265	1.317821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052522	-0.143645	-2.617709	0.188873	-0.043971	-0.207784	1.388065	-0.951096	9.441943	1.000000	0.000000	0.000000	0.000000	
0.503101	0.240252	-1.447866	1.110379	-1.308740	-0.462684	-0.245090	1.041594	-1.372098	1.098946	0.515125	0.225900	-1.435053	1.197896	-0.984921	-0.486523	-0.254123	1.100733	-1.267304	1.352188	-0.127340	0.094840	0.108144	-0.361792	-2.492548	0.577044	-0.112869	-0.109664	-0.495256	-1.613034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054485	-0.143848	-2.620684	-0.052041	0.012671	-0.178928	1.842630	0.398376	8.804066	1.000000	0.000000	0.000000	0.000000	
0.506150	0.223724	-1.450918	1.108459	-1.308713	-0.460424	-0.231872	1.048612	-1.354562	1.007022	0.513908	0.227069	-1.435172	1.189341	-1.034442	-0.479366	-0.253757	1.099409	-1.281182	1.321030	-0.148830	0.079277	-0.599871	-1.330833	-4.736923	0.256613	0.124809	-1.347496	-1.490744	-3.940576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052716	-0.143163	-2.622977	-0.199723	0.058501	-0.090523	1.504077	0.237127	8.823697	1.000000	0.000000	0.000000	0.000000	
0.519850	0.218063	-1.430778	1.136829	-1.205561	-0.472958	-0.247926	1.085811	-1.309714	1.070473	0.513011	0.227658	-1.439389	1.170133	-1.091820	-0.477499	-0.252197	1.088942	-1.303610	1.269167	-0.028841	-0.052559	-0.429888	-1.207890	-4.134317	-0.030173	0.224185	-0.295273	-1.398363	-4.801464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050213	-0.141553	-2.623150	-0.047371	0.133097	0.096086	0.930119	-0.250074	9.280983	1.000000	0.000000	0.000000	0.000000	
0.532318	0.237818	-1.417594	1.155273	-1.101504	-0.498356	-0.256661	1.125887	-1.269276	1.207908	0.513728	0.227097	-1.441831	1.157761	-1.135405	-0.478434	-0.249745	1.089514	-1.318347	1.209212	0.080867	-0.083191	-0.042989	-0.619806	-1.537094	-0.156561	0.027071	0.249643	-0.150305	-2.804242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049784	-0.139825	-2.620671	0.100773	0.060765	0.239297	0.013518	0.313295	10.073191	1.000000	0.000000	0.000000	0.000000	
0.546334	0.242186	-1.392994	1.193993	-0.985589	-0.525771	-0.277244	1.185125	-1.220731	1.378427	0.515374	0.226807	-1.442174	1.152040	-1.147685	-0.481117	-0.249399	1.095905	-1.316932	1.183457	0.245382	0.053331	0.058515	0.070625	0.463956	-0.259930	-0.027536	1.106750	0.818992	-0.025681	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051643	-0.139231	-2.616720	0.253207	-0.014912	0.259747	0.558138	0.654390	9.863098	1.000000	0.000000	0.000000	0.000000	
0.553194	0.221821	-1.347383	1.222180	-0.887415	-0.526136	-0.300728	1.242017	-1.191214	1.534660	0.517884	0.227719	-1.440135	1.157462	-1.129106	-0.486088	-0.250421	1.109009	-1.303999	1.202079	0.038497	0.044882	0.124499	1.116766	2.475180	-0.451728	-0.143502	1.852002	1.456814	3.106694	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054467	-0.139451	-2.613998	0.161337	0.007968	0.097365	1.154169	0.015365	9.626759	1.000000	0.000000	0.000000	0.000000	
0.550452	0.204100	-1.307526	1.240774	-0.893823	-0.499922	-0.318550	1.280464	-1.183002	1.640321	0.518774	0.227877	-1.433886	1.171173	-1.087780	-0.489361	-0.252580	1.133077	-1.282171	1.251895	-0.027557	-0.129281	0.891837	1.587791	3.489387	-0.052152	-0.301663	2.362731	2.159200	5.154280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056333	-0.139386	-2.613359	0.043870	0.044160	-0.044927	3.925013	1.806790	10.165797	1.000000	0.000000	0.000000	0.000000	
0.533604	0.226431	-1.316357	1.215072	-1.029671	-0.478897	-0.309802	1.243179	-1.229287	1.540330	0.519630	0.224556	-1.423016	1.191969	-1.043285	-0.488876	-0.257269	1.166559	-1.249283	1.323145	0.094954	-0.321179	1.174459	1.537184	2.809130	0.085515	-0.304684	2.078799	2.096832	5.872015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056230	-0.138041	-2.614742	-0.089801	0.238941	-0.186484	2.647106	0.386175	9.885713	1.000000	0.000000	0.000000	0.000000	
0.518064	0.238184	-1.388572	1.132123	-1.222754	-0.467691	-0.282696	1.109799	-1.351351	1.329271	0.519535	0.221501	-1.410688	1.210329	-1.015484	-0.484029	-0.260509	1.188692	-1.231412	1.389134	-0.137069	-0.068177	0.609484	0.921438	0.068045	0.542465	-0.184012	0.647574	0.830838	3.148592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056145	-0.134868	-2.617344	0.114746	0.142067	-0.171648	0.080782	-1.391590	9.909252	1.000000	0.000000	0.000000	0.000000	
0.505084	0.229299	-1.478543	1.051570	-1.396399	-0.484002	-0.236164	0.933028	-1.505212	1.108016	0.517141	0.221076	-1.408756	1.217297	-1.029795	-0.477971	-0.262506	1.184734	-1.235739	1.413746	-0.156782	0.057159	-0.675364	-0.672086	-3.182720	0.228728	-0.053298	-1.906885	-1.892048	-1.251986	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059932	-0.134049	-2.620199	0.358670	-0.122920	-0.191487	-0.268418	-0.307014	11.270836	1.000000	0.000000	0.000000	0.000000	
0.510206	0.229281	-1.501469	1.041822	-1.339235	-0.496025	-0.225266	0.882017	-1.546854	0.907109	0.515790	0.221572	-1.425745	1.201194	-1.078580	-0.478456	-0.262106	1.162616	-1.260571	1.397803	-0.141305	0.005716	-1.798394	-2.181926	-5.472459	-0.409842	0.266862	-4.556219	-3.982435	-4.441874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064887	-0.135168	-2.622117	0.205393	-0.055024	0.011303	0.099032	0.929444	10.510260	1.000000	0.000000	0.000000	0.000000	
0.508923	0.234077	-1.460981	1.064854	-1.194484	-0.496272	-0.255278	0.946881	-1.459196	0.967213	0.515035	0.221970	-1.443804	1.164894	-1.151708	-0.488658	-0.257559	1.100541	-1.335863	1.323077	-0.066475	0.005224	-1.641996	-2.144470	-3.810053	-0.962247	0.336100	-4.112757	-4.948725	-6.606878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067134	-0.135112	-2.619914	0.160882	-0.014856	0.339575	-1.892247	1.927110	10.209743	1.000000	0.000000	0.000000	0.000000	
0.516374	0.257771	-1.445402	1.064834	-1.081767	-0.524584	-0.260753	1.010604	-1.357385	1.132077	0.514835	0.222567	-1.460235	1.135218	-1.187635	-0.500319	-0.254840	1.055896	-1.396577	1.236255	-0.083419	0.069152	-0.391026	-1.310192	-0.384495	-0.720869	-0.012918	-1.814108	-1.779057	-5.301899	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068720	-0.137340	-2.612046	0.195539	-0.316458	0.810894	-0.316067	1.497861	10.082446	1.000000	0.000000	0.000000	0.000000	
0.530230	0.267970	-1.421842	1.102376	-0.980822	-0.563257	-0.266022	1.072690	-1.266025	1.304246	0.515426	0.224851	-1.466260	1.120196	-1.187865	-0.508152	-0.254377	1.035141	-1.408308	1.179875	0.064940	0.266311	-0.510203	-0.703319	1.866890	-0.358237	0.006851	-0.219797	0.917839	-1.151345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069547	-0.142776	-2.598622	0.124881	-0.290880	1.067663	1.772450	2.131558	8.735312	1.000000	0.000000	0.000000	0.000000	
0.536039	0.247789	-1.384454	1.168659	-0.885380	-0.573641	-0.291020	1.148359	-1.217547	1.466801	0.517313	0.228345	-1.472190	1.116319	-1.156165	-0.514735	-0.254526	1.034261	-1.395072	1.176159	0.146079	0.315107	-0.204564	0.449623	3.177305	-0.615103	-0.036538	0.920221	2.440307	1.839060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069089	-0.146688	-2.584224	0.128703	-0.120478	0.816185	0.833301	1.061065	8.731403	1.000000	0.000000	0.000000	0.000000	
0.544068	0.217349	-1.343282	1.213745	-0.806232	-0.546616	-0.310145	1.210539	-1.201475	1.597101	0.519120	0.231613	-1.472092	1.124243	-1.114832	-0.523346	-0.255332	1.047559	-1.349992	1.224828	0.032056	0.054775	0.293611	1.371023	3.915542	-0.476777	-0.115322	1.784494	3.412617	4.434278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068904	-0.148717	-2.574652	0.023827	-0.070010	0.361057	0.517056	0.112043	9.237954	1.000000	0.000000	0.000000	0.000000	
0.547692	0.212323	-1.317786	1.229268	-0.831414	-0.515869	-0.313236	1.229557	-1.207381	1.622613	0.519821	0.231152	-1.464196	1.149310	-1.067283	-0.526111	-0.257141	1.069945	-1.309182	1.287416	-0.077056	-0.236470	0.891300	1.937753	4.390673	0.172169	-0.205788	2.554889	3.265574	5.548760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068928	-0.149505	-2.570946	0.142362	0.037744	0.046260	0.836533	-2.196750	9.424009	1.000000	0.000000	0.000000	0.000000	
0.536994	0.235328	-1.339774	1.196364	-0.984814	-0.496938	-0.311477	1.183015	-1.247703	1.471276	0.519525	0.227659	-1.446744	1.177030	-1.000509	-0.519999	-0.260693	1.105707	-1.265469	1.352278	-0.084478	-0.284206	1.334929	1.956040	3.038844	0.739571	-0.284628	2.331820	2.095801	4.805249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072232	-0.148374	-2.571735	0.366086	0.100525	-0.227059	0.008675	-0.598610	9.949677	1.000000	0.000000	0.000000	0.000000	
0.519693	0.244885	-1.403109	1.119607	-1.186969	-0.481460	-0.295903	1.062416	-1.355239	1.268444	0.518351	0.224997	-1.430337	1.197963	-0.967113	-0.508817	-0.264441	1.130623	-1.245143	1.405720	-0.189909	-0.044706	0.834909	0.380555	0.143361	0.813759	-0.268084	1.039287	0.398020	1.733303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.077308	-0.146879	-2.575285	0.244566	-0.082209	-0.271135	-1.583109	0.496908	12.377693	1.000000	0.000000	0.000000	0.000000	
0.499311	0.226501	-1.473977	1.039513	-1.373049	-0.478965	-0.248291	0.925244	-1.474725	1.057795	0.517243	0.224982	-1.423397	1.195073	-0.980451	-0.499044	-0.267574	1.134055	-1.248541	1.413161	-0.050398	0.095566	-0.097970	-1.298474	-3.485765	0.426850	-0.108233	-1.857245	-1.408396	-2.126338	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080029	-0.149493	-2.579234	0.070921	-0.514770	-0.181618	-0.861264	-0.302879	12.523802	1.000000	0.000000	0.000000	0.000000	
0.505909	0.220693	-1.499702	1.051849	-1.411251	-0.478730	-0.238684	0.897967	-1.469975	0.930039	0.516028	0.225480	-1.426177	1.171619	-1.037402	-0.495999	-0.267013	1.125048	-1.277574	1.375416	-0.284210	-0.023013	-1.447526	-2.590038	-5.837769	-0.062004	0.221819	-1.117456	-3.410625	-5.520365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082197	-0.156942	-2.581732	0.220936	-0.568352	-0.026088	0.623939	-0.008616	10.361076	1.000000	0.000000	0.000000	0.000000	
0.513386	0.238109	-1.467827	1.050758	-1.245652	-0.492907	-0.272288	0.982370	-1.389477	1.089077	0.514186	0.224965	-1.439577	1.140756	-1.126703	-0.499219	-0.263831	1.068624	-1.334320	1.293712	-0.059828	-0.044177	-1.387062	-2.045696	-5.420408	-0.463342	0.272272	-2.613812	-3.579442	-6.686810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085916	-0.165354	-2.581140	0.391336	-0.616501	0.256093	0.267282	2.353482	10.023029	1.000000	0.000000	0.000000	0.000000	
0.528668	0.268579	-1.433488	1.044440	-1.070618	-0.532819	-0.294154	1.073496	-1.293116	1.290260	0.513696	0.225129	-1.454228	1.120455	-1.180962	-0.503691	-0.262314	1.040498	-1.375719	1.231981	0.021934	0.092129	-0.253864	-1.513182	-2.318264	-0.262691	-0.033260	-0.603365	-1.282697	-3.292885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089878	-0.175717	-2.575789	0.272193	-0.795387	0.659989	0.920624	1.060576	9.429624	1.000000	0.000000	0.000000	0.000000	
0.548191	0.260201	-1.384593	1.096730	-0.918245	-0.569745	-0.323328	1.167440	-1.197137	1.502740	0.514471	0.227795	-1.456431	1.099334	-1.189778	-0.506937	-0.263990	1.037732	-1.377964	1.211881	0.155737	0.326769	0.309618	-1.152843	1.638617	-0.410129	-0.191766	0.853947	1.497899	1.548134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092153	-0.188554	-2.565678	0.243227	-0.725210	0.863083	3.288430	0.642358	8.578153	1.000000	0.000000	0.000000	0.000000	
0.552624	0.218108	-1.327765	1.157031	-0.831610	-0.547346	-0.336995	1.249902	-1.139224	1.683818	0.517970	0.232012	-1.455515	1.089924	-1.158171	-0.510542	-0.268130	1.052591	-1.346813	1.236553	0.312193	0.238565	0.470656	0.062687	4.281628	-0.505134	-0.396057	2.587461	3.192750	4.502896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093291	-0.197266	-2.555034	0.165162	-0.148350	0.573943	2.989218	1.083168	7.841206	1.000000	0.000000	0.000000	0.000000	
0.561737	0.205660	-1.285799	1.191375	-0.855683	-0.503349	-0.334739	1.279799	-1.150844	1.761883	0.521069	0.232702	-1.445977	1.105151	-1.092332	-0.518000	-0.272641	1.088060	-1.297229	1.324657	0.125439	-0.239029	0.472801	1.852284	4.828590	-0.511145	-0.350183	3.242382	3.829846	6.630429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094289	-0.197834	-2.550109	0.134947	0.286785	-0.075480	2.087423	-0.744014	6.817893	1.000000	0.000000	0.000000	0.000000	
0.546015	0.234888	-1.307531	1.159329	-1.026765	-0.474232	-0.328257	1.218788	-1.220264	1.625875	0.521931	0.229705	-1.438836	1.134320	-1.047346	-0.517408	-0.277623	1.127385	-1.252876	1.409938	-0.004904	-0.347276	1.327975	2.177809	3.895720	0.406027	-0.302557	3.328812	3.045574	6.612867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096828	-0.192677	-2.553082	0.200840	0.383339	-0.531103	0.531802	-1.966214	7.443615	1.000000	0.000000	0.000000	0.000000	
0.527488	0.256823	-1.409011	1.052488	-1.243367	-0.461121	-0.297355	1.044301	-1.381931	1.407357	0.521182	0.226360	-1.420226	1.161189	-1.012080	-0.508032	-0.282230	1.169176	-1.223092	1.482150	-0.171482	-0.088235	1.074998	0.817998	-0.029184	0.630351	-0.276856	1.254144	0.733782	3.177312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101654	-0.187022	-2.562594	0.255055	0.180120	-0.850448	-0.272989	0.302735	9.585285	1.000000	0.000000	0.000000	0.000000	
0.501716	0.240023	-1.526876	0.931913	-1.452302	-0.496867	-0.212846	0.840172	-1.574575	1.183154	0.518537	0.226143	-1.413717	1.163848	-1.016465	-0.499202	-0.284226	1.171913	-1.230609	1.512053	-0.188140	0.166821	-0.548551	-1.533900	-3.293642	0.118869	0.007211	-2.348735	-3.088229	-0.568636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.106185	-0.184499	-2.575833	0.034064	-0.132210	-0.882042	0.140132	0.829989	10.950669	1.000000	0.000000	0.000000	0.000000	
0.500329	0.228893	-1.576153	0.929646	-1.519332	-0.510703	-0.180583	0.720003	-1.642888	0.964515	0.516117	0.227780	-1.428845	1.129605	-1.095810	-0.501265	-0.281272	1.124332	-1.276847	1.475867	-0.182827	0.056231	-2.699997	-3.594168	-6.861957	-0.658123	0.674220	-5.682190	-5.693326	-4.830681	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108919	-0.186134	-2.587100	0.077458	-0.370075	-0.452702	1.616439	1.939596	11.656989	1.000000	0.000000	0.000000	0.000000	
0.499121	0.226916	-1.514166	0.964679	-1.361023	-0.511617	-0.227921	0.794061	-1.542886	1.005355	0.513913	0.228503	-1.459206	1.085146	-1.162860	-0.510716	-0.271562	1.064531	-1.372318	1.386430	-0.192764	0.012602	-3.030299	-3.182530	-6.321953	-0.784677	0.849100	-6.807682	-6.536605	-7.553064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110792	-0.192016	-2.591463	0.067918	-0.569170	0.051425	2.019246	3.412204	11.495529	1.000000	0.000000	0.000000	0.000000	
0.508495	0.258821	-1.474032	0.943457	-1.192278	-0.542587	-0.246778	0.871618	-1.419692	1.184023	0.512115	0.228607	-1.489536	1.046738	-1.241725	-0.522155	-0.262180	0.983409	-1.452965	1.304324	0.015620	-0.008045	-0.292561	-1.808326	-2.691078	-0.389045	0.331511	-3.706280	-3.078955	-5.839701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110617	-0.201776	-2.588370	-0.059102	-0.812076	0.548875	1.919179	2.471246	11.632538	1.000000	0.000000	0.000000	0.000000	
0.526251	0.280838	-1.453345	0.972117	-1.045034	-0.585789	-0.250131	0.944110	-1.299637	1.362292	0.511804	0.230147	-1.495166	1.020736	-1.263556	-0.527641	-0.257711	0.930979	-1.477722	1.237981	-0.050783	0.242307	0.434865	-1.419652	0.582363	-0.251772	0.129698	-1.246526	0.271384	-1.704142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107616	-0.215575	-2.579971	-0.258998	-0.805053	0.738153	4.799110	1.528275	10.405414	1.000000	0.000000	0.000000	0.000000	
0.538057	0.263655	-1.412491	1.063266	-0.916909	-0.602651	-0.287220	1.024777	-1.246925	1.504942	0.512711	0.234566	-1.487447	1.001770	-1.244150	-0.531889	-0.255024	0.917004	-1.456477	1.228178	0.190341	0.405764	0.629745	-0.857340	3.502504	-0.621904	0.143249	0.423220	2.689728	1.982689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101543	-0.225771	-2.571353	-0.227055	-0.294792	0.488069	4.954193	-0.728248	8.391598	1.000000	0.000000	0.000000	0.000000	
0.560345	0.237396	-1.378898	1.137792	-0.785224	-0.582247	-0.309500	1.085303	-1.245566	1.482871	0.516018	0.238528	-1.483286	1.002533	-1.182350	-0.541075	-0.253557	0.919685	-1.419755	1.259636	0.437790	0.134796	0.499179	1.226368	4.946096	-0.735690	-0.046162	1.759221	3.692303	4.113637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098063	-0.226664	-2.567290	-0.138352	0.476165	-0.024737	4.543639	-0.831853	5.961933	1.000000	0.000000	0.000000	0.000000	
0.580390	0.230926	-1.359831	1.173939	-0.748889	-0.557770	-0.310996	1.100115	-1.270200	1.413065	0.518182	0.239037	-1.481751	1.034868	-1.111006	-0.546038	-0.255372	0.951337	-1.358709	1.312431	0.022841	-0.151696	0.196482	2.935281	5.861665	0.055547	-0.257033	2.199909	3.167916	3.004161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097595	-0.217360	-2.569836	0.050827	0.797806	-0.647118	0.375512	-0.864421	8.196165	1.000000	0.000000	0.000000	0.000000	
0.570717	0.242765	-1.365978	1.161371	-0.896787	-0.529820	-0.306499	1.100143	-1.297869	1.360651	0.519778	0.236724	-1.476403	1.073396	-1.040563	-0.542790	-0.259225	0.982289	-1.324108	1.351004	0.099994	-0.228037	0.815284	2.987525	4.962166	0.518531	-0.307200	2.125330	2.106973	1.399650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100044	-0.204825	-2.579806	-0.106810	0.736369	-0.911456	-0.546829	0.454098	8.507546	1.000000	0.000000	0.000000	0.000000	
